country,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE
variable,heat_demand,heat_demand,heat_demand,heat_demand,heat_demand,heat_demand,heat_demand,heat_demand,heat_demand,heat_profile,heat_profile,heat_profile,heat_profile,heat_profile,heat_profile
attribute,space,space_COM,space_MFH,space_SFH,total,water,water_COM,water_MFH,water_SFH,space_COM,space_MFH,space_SFH,water_COM,water_MFH,water_SFH
unit,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW/TWh,MW/TWh,MW/TWh,MW/TWh,MW/TWh,MW/TWh
time,,,,,,,,,,,,,,,
2018-12-31 23:00:00+00:00,102252,28630,19966,53655,106729,4476,1946,1772,759,275,179,206,72,75,14
2019-01-01 00:00:00+00:00,105474,29451,21110,54914,110670,5196,2449,1837,910,283,189,211,91,77,16
2019-01-01 01:00:00+00:00,108301,30152,21560,56589,113367,5067,2546,1779,742,290,193,218,94,75,13
2019-01-01 02:00:00+00:00,115944,32391,23541,60013,121620,5675,2603,1707,1365,312,211,231,96,72,25
2019-01-01 03:00:00+00:00,130673,33574,28058,69042,140206,9532,3575,2737,3220,323,252,265,132,115,58
2019-01-01 04:00:00+00:00,170520,38224,42045,90252,190162,19642,5773,3738,10131,368,377,347,214,157,183
2019-01-01 05:00:00+00:00,199840,44215,42568,113057,225357,25517,6519,3169,15829,425,382,435,242,133,286
2019-01-01 06:00:00+00:00,193052,46971,39821,106261,217166,24113,6478,3998,13638,452,357,408,240,168,246
2019-01-01 07:00:00+00:00,193982,49202,40260,104521,212786,18804,4881,3573,10350,473,361,402,181,150,187
2019-01-01 08:00:00+00:00,186678,46996,39295,100387,204736,18058,4532,3630,9895,452,352,386,168,153,179
2019-01-01 09:00:00+00:00,179059,44170,38295,96594,195930,16871,4443,3443,8985,425,343,371,165,145,162
2019-01-01 10:00:00+00:00,171286,41928,37042,92316,187875,16589,4127,3342,9120,403,332,355,153,141,165
2019-01-01 11:00:00+00:00,167268,40050,36649,90570,183315,16047,3908,3357,8783,385,329,348,145,141,159
2019-01-01 12:00:00+00:00,168938,40155,36726,92057,182223,13284,3121,3083,7080,386,329,354,116,130,128
2019-01-01 13:00:00+00:00,171517,40127,36734,94656,184237,12720,2765,3162,6794,386,329,364,102,133,123
2019-01-01 14:00:00+00:00,176085,40589,37513,97983,187680,11595,2659,2867,6069,391,336,377,99,121,110
2019-01-01 15:00:00+00:00,182917,41409,39315,102193,195166,12249,2294,2824,7131,398,353,393,85,119,129
2019-01-01 16:00:00+00:00,186020,40857,40483,104681,199889,13869,2449,3025,8395,393,363,402,91,127,152
2019-01-01 17:00:00+00:00,186511,39464,41102,105945,200398,13887,2578,3184,8125,380,369,407,96,134,147
2019-01-01 18:00:00+00:00,183570,37846,40837,104887,198419,14849,3008,3277,8564,364,366,403,111,138,155
2019-01-01 19:00:00+00:00,176167,36758,39317,100092,191736,15569,3130,3573,8867,354,353,385,116,150,160
2019-01-01 20:00:00+00:00,159182,34360,35721,89101,173103,13921,2870,3465,7586,331,320,342,106,146,137
2019-01-01 21:00:00+00:00,127195,29933,30902,66360,137549,10353,2789,3148,4417,288,277,255,103,133,80
2019-01-01 22:00:00+00:00,106669,28253,22625,55792,112930,6261,2092,2348,1821,272,203,214,78,99,33
2019-01-01 23:00:00+00:00,88213,24808,17385,46020,92673,4460,1930,1772,759,239,156,177,72,75,14
2019-01-02 00:00:00+00:00,91232,25442,18538,47252,96403,5171,2424,1837,910,245,166,182,90,77,16
2019-01-02 01:00:00+00:00,93800,26178,18953,48669,98843,5042,2521,1779,742,252,170,187,93,75,13
2019-01-02 02:00:00+00:00,100747,28206,20736,51805,106398,5651,2578,1707,1365,271,186,199,96,72,25
2019-01-02 03:00:00+00:00,114023,29401,24773,59850,123523,9500,3543,2737,3220,283,222,230,131,115,58
2019-01-02 04:00:00+00:00,149699,32763,37419,79517,169284,19586,5716,3738,10131,315,336,306,212,157,183
2019-01-02 05:00:00+00:00,175221,37869,38025,99327,200682,25460,6462,3169,15829,364,341,382,239,133,286
2019-01-02 06:00:00+00:00,169579,40272,35674,93633,193635,24057,6421,3998,13638,387,320,360,238,168,246
2019-01-02 07:00:00+00:00,169979,42217,35873,91889,188734,18755,4832,3573,10350,406,322,353,179,150,187
2019-01-02 08:00:00+00:00,163430,40498,34958,87975,181448,18017,4492,3630,9895,390,314,338,166,153,179
2019-01-02 09:00:00+00:00,156635,38148,34117,84371,173465,16830,4402,3443,8985,367,306,324,163,145,162
2019-01-02 10:00:00+00:00,149656,35990,32921,80745,166204,16548,4086,3342,9120,346,295,310,151,141,165
2019-01-02 11:00:00+00:00,146126,34451,32565,79109,162132,16007,3867,3357,8783,331,292,304,143,141,159
2019-01-02 12:00:00+00:00,148400,34792,32834,80775,161652,13252,3089,3083,7080,335,294,310,114,130,128
2019-01-02 13:00:00+00:00,150540,34713,32885,82942,163236,12696,2740,3162,6794,334,295,319,102,133,123
2019-01-02 14:00:00+00:00,154984,35201,33628,86155,166546,11562,2627,2867,6069,339,302,331,97,121,110
2019-01-02 15:00:00+00:00,161225,36285,35282,89658,173458,12232,2278,2824,7131,349,316,345,84,119,129
2019-01-02 16:00:00+00:00,164069,35488,36345,92236,177913,13844,2424,3025,8395,341,326,355,90,127,152
2019-01-02 17:00:00+00:00,164796,34310,36958,93529,178659,13863,2554,3184,8125,330,331,359,95,134,147
2019-01-02 18:00:00+00:00,162234,32692,36741,92801,177051,14816,2976,3277,8564,315,330,357,110,138,155
2019-01-02 19:00:00+00:00,155766,31944,35400,88422,171311,15545,3105,3573,8867,307,317,340,115,150,160
2019-01-02 20:00:00+00:00,140733,29917,32109,78707,154629,13896,2846,3465,7586,288,288,303,105,146,137
2019-01-02 21:00:00+00:00,111209,25831,27537,57840,121538,10329,2765,3148,4417,249,247,222,102,133,80
2019-01-02 22:00:00+00:00,92569,24374,20147,48048,98805,6236,2067,2348,1821,235,181,185,77,99,33
2019-01-02 23:00:00+00:00,81035,23034,16124,41878,85512,4476,1946,1772,759,222,145,161,72,75,14
2019-01-03 00:00:00+00:00,84130,23661,17302,43167,89326,5196,2449,1837,910,228,155,166,91,77,16
2019-01-03 01:00:00+00:00,86385,24297,17511,44577,91452,5067,2546,1779,742,234,157,171,94,75,13
2019-01-03 02:00:00+00:00,93361,26292,19234,47834,99036,5675,2603,1707,1365,253,173,184,96,72,25
2019-01-03 03:00:00+00:00,106805,27579,23245,55981,116337,9532,3575,2737,3220,265,208,215,132,115,58
2019-01-03 04:00:00+00:00,140112,30400,35122,74590,159755,19642,5773,3738,10131,292,315,287,214,157,183
2019-01-03 05:00:00+00:00,164033,35242,35895,92896,189550,25517,6519,3169,15829,339,322,357,242,133,286
2019-01-03 06:00:00+00:00,158986,37671,33599,87716,183099,24113,6478,3998,13638,362,301,337,240,168,246
2019-01-03 07:00:00+00:00,159133,39816,33704,85614,177937,18804,4881,3573,10350,383,302,329,181,150,187
2019-01-03 08:00:00+00:00,152107,38031,32633,81443,170164,18058,4532,3630,9895,366,293,313,168,153,179
2019-01-03 09:00:00+00:00,145237,35619,31810,77808,162108,16871,4443,3443,8985,343,285,299,165,145,162
2019-01-03 10:00:00+00:00,138537,33563,30681,74292,155126,16589,4127,3342,9120,323,275,286,153,141,165
2019-01-03 11:00:00+00:00,135232,32048,30297,72886,151279,16047,3908,3357,8783,308,272,280,145,141,159
2019-01-03 12:00:00+00:00,137513,32434,30528,74551,150798,13284,3121,3083,7080,312,274,287,116,130,128
2019-01-03 13:00:00+00:00,139689,32499,30552,76637,152409,12720,2765,3162,6794,313,274,295,102,133,123
2019-01-03 14:00:00+00:00,144099,32832,31370,79898,155694,11595,2659,2867,6069,316,281,307,99,121,110
2019-01-03 15:00:00+00:00,149946,33796,32984,83166,162194,12249,2294,2824,7131,325,296,320,85,119,129
2019-01-03 16:00:00+00:00,153119,33230,34057,85832,166988,13869,2449,3025,8395,320,305,330,91,127,152
2019-01-03 17:00:00+00:00,154130,32053,34759,87319,168018,13887,2578,3184,8125,308,312,336,96,134,147
2019-01-03 18:00:00+00:00,152081,30588,34725,86768,166930,14849,3008,3277,8564,294,311,334,111,138,155
2019-01-03 19:00:00+00:00,146025,29936,33525,82564,161594,15569,3130,3573,8867,288,301,317,116,150,160
2019-01-03 20:00:00+00:00,131791,28085,30385,73321,145711,13921,2870,3465,7586,270,273,282,106,146,137
2019-01-03 21:00:00+00:00,103392,24005,25927,53460,113745,10353,2789,3148,4417,231,233,205,103,133,80
2019-01-03 22:00:00+00:00,85496,22638,18973,43885,91757,6261,2092,2348,1821,218,170,169,78,99,33
2019-01-03 23:00:00+00:00,75928,20782,15476,39671,80591,4663,2132,1772,759,200,139,152,79,75,14
2019-01-04 00:00:00+00:00,79217,21530,16677,41010,84421,5204,2457,1837,910,207,150,158,91,77,16
2019-01-04 01:00:00+00:00,81492,22311,16746,42435,86535,5042,2521,1779,742,215,150,163,93,75,13
2019-01-04 02:00:00+00:00,87972,23713,18446,45813,93549,5578,2505,1707,1365,228,165,176,93,72,25
2019-01-04 03:00:00+00:00,101857,25228,22490,54139,111073,9216,3259,2737,3220,243,202,208,121,115,58
2019-01-04 04:00:00+00:00,133823,27593,33971,72259,153027,19204,5335,3738,10131,265,305,278,198,157,183
2019-01-04 05:00:00+00:00,159179,34486,34856,89837,184063,24885,5886,3169,15829,332,313,345,218,133,286
2019-01-04 06:00:00+00:00,153817,36337,32573,84907,177727,23911,6275,3998,13638,350,292,326,233,168,246
2019-01-04 07:00:00+00:00,153153,38010,32620,82523,172022,18869,4946,3573,10350,366,293,317,183,150,187
2019-01-04 08:00:00+00:00,145564,35995,31434,78136,163671,18106,4581,3630,9895,346,282,300,170,153,179
2019-01-04 09:00:00+00:00,139261,34209,30610,74442,155953,16693,4265,3443,8985,329,275,286,158,145,162
2019-01-04 10:00:00+00:00,132794,32327,29518,70949,149172,16378,3916,3342,9120,311,265,273,145,141,165
2019-01-04 11:00:00+00:00,129275,30480,29111,69683,145152,15877,3738,3357,8783,293,261,268,138,141,159
2019-01-04 12:00:00+00:00,130869,30225,29306,71338,144234,13365,3203,3083,7080,291,263,274,119,130,128
2019-01-04 13:00:00+00:00,133378,30669,29310,73398,145968,12591,2635,3162,6794,295,263,282,98,133,123
2019-01-04 14:00:00+00:00,137703,30806,30183,76714,149176,11473,2538,2867,6069,296,271,295,94,121,110
2019-01-04 15:00:00+00:00,143331,31664,31785,79883,155442,12111,2157,2824,7131,305,285,307,80,119,129
2019-01-04 16:00:00+00:00,146417,30909,32878,82630,160318,13901,2481,3025,8395,297,295,318,92,127,152
2019-01-04 17:00:00+00:00,148143,30241,33646,84256,162112,13968,2659,3184,8125,291,302,324,99,134,147
2019-01-04 18:00:00+00:00,146272,28724,33738,83811,161364,15092,3251,3277,8564,276,303,322,120,138,155
2019-01-04 19:00:00+00:00,140296,27993,32621,79682,155971,15675,3235,3573,8867,269,293,306,120,150,160
2019-01-04 20:00:00+00:00,126527,26337,29554,70636,140675,14148,3097,3465,7586,253,265,272,115,146,137
2019-01-04 21:00:00+00:00,99185,22817,25138,51230,109530,10345,2781,3148,4417,220,225,197,103,133,80
2019-01-04 22:00:00+00:00,81278,21190,18400,41688,87522,6244,2076,2348,1821,204,165,160,77,99,33
2019-01-04 23:00:00+00:00,72841,19219,15139,38484,77974,5133,2603,1772,759,185,136,148,96,75,14
2019-01-05 00:00:00+00:00,75163,18944,16359,39860,80496,5333,2586,1837,910,182,147,153,96,77,16
2019-01-05 01:00:00+00:00,78507,20866,16342,41300,83006,4499,1978,1779,742,201,147,159,73,75,13
2019-01-05 02:00:00+00:00,84826,22023,18032,44770,90379,5553,2481,1707,1365,212,162,172,92,72,25
2019-01-05 03:00:00+00:00,99317,23947,22117,53252,108330,9013,3057,2737,3220,230,198,205,113,115,58
2019-01-05 04:00:00+00:00,133591,29017,33398,71176,151133,17542,3673,3738,10131,279,300,274,136,157,183
2019-01-05 05:00:00+00:00,155379,32620,34353,88406,179915,24536,5538,3169,15829,314,308,340,205,133,286
2019-01-05 06:00:00+00:00,147874,32203,32072,83599,171396,23521,5886,3998,13638,310,288,321,218,168,246
2019-01-05 07:00:00+00:00,146902,33804,32083,81015,165220,18317,4394,3573,10350,325,288,311,163,150,187
2019-01-05 08:00:00+00:00,139377,32083,30821,76473,156714,17336,3811,3630,9895,309,276,294,141,153,179
2019-01-05 09:00:00+00:00,131598,28882,29992,72723,148428,16830,4402,3443,8985,278,269,280,163,145,162
2019-01-05 10:00:00+00:00,127980,29832,28920,69228,143644,15665,3203,3342,9120,287,259,266,119,141,165
2019-01-05 11:00:00+00:00,123935,27394,28496,68044,139211,15277,3138,3357,8783,264,256,262,116,141,159
2019-01-05 12:00:00+00:00,124046,25688,28668,69690,136747,12701,2538,3083,7080,247,257,268,94,130,128
2019-01-05 13:00:00+00:00,123522,23119,28659,71743,137069,13547,3592,3162,6794,222,257,276,133,133,123
2019-01-05 14:00:00+00:00,128755,24083,29569,75104,140942,12187,3251,2867,6069,232,265,289,120,121,110
2019-01-05 15:00:00+00:00,135258,25859,31168,78230,148017,12759,2805,2824,7131,249,280,301,104,119,129
2019-01-05 16:00:00+00:00,141126,27803,32278,81045,154744,13617,2197,3025,8395,267,289,312,81,127,152
2019-01-05 17:00:00+00:00,143655,27800,33092,82762,157331,13676,2367,3184,8125,267,297,318,88,134,147
2019-01-05 18:00:00+00:00,142091,26447,33262,82382,156420,14330,2489,3277,8564,254,298,317,92,138,155
2019-01-05 19:00:00+00:00,136584,26104,32196,78284,151456,14872,2432,3573,8867,251,289,301,90,150,160
2019-01-05 20:00:00+00:00,123590,25113,29162,69314,137364,13775,2724,3465,7586,242,262,266,101,146,137
2019-01-05 21:00:00+00:00,97327,22478,24755,50094,107348,10021,2457,3148,4417,216,222,193,91,133,80
2019-01-05 22:00:00+00:00,79249,20606,18122,40521,85226,5977,1808,2348,1821,198,163,156,67,99,33
2019-01-05 23:00:00+00:00,74737,21114,15139,38484,79505,4768,2238,1772,759,203,136,148,83,75,14
2019-01-06 00:00:00+00:00,78193,21974,16359,39860,83803,5609,2862,1837,910,211,147,153,106,77,16
2019-01-06 01:00:00+00:00,77816,20175,16342,41300,83564,5748,3227,1779,742,194,147,159,120,75,13
2019-01-06 02:00:00+00:00,84394,21592,18032,44770,91934,7540,4467,1707,1365,208,162,172,166,72,25
2019-01-06 03:00:00+00:00,101370,26000,22117,53252,112816,11446,5489,2737,3220,250,198,205,203,115,58
2019-01-06 04:00:00+00:00,137178,32604,33398,71176,156917,19740,5870,3738,10131,314,300,274,218,157,183
2019-01-06 05:00:00+00:00,152993,30234,34353,88406,176216,23222,4224,3169,15829,291,308,340,157,133,286
2019-01-06 06:00:00+00:00,143725,28054,32072,83599,166493,22767,5132,3998,13638,270,288,321,190,168,246
2019-01-06 07:00:00+00:00,143089,29990,32083,81015,160514,17426,3503,3573,10350,289,288,311,130,150,187
2019-01-06 08:00:00+00:00,136555,29260,30821,76473,153121,16566,3040,3630,9895,282,276,294,113,153,179
2019-01-06 09:00:00+00:00,129850,27134,29992,72723,145456,15606,3178,3443,8985,261,269,280,118,145,162
2019-01-06 10:00:00+00:00,125580,27432,28920,69228,140774,15194,2732,3342,9120,264,259,266,101,141,165
2019-01-06 11:00:00+00:00,122202,25662,28496,68044,137106,14904,2765,3357,8783,247,256,262,102,141,159
2019-01-06 12:00:00+00:00,123578,25220,28668,69690,136190,12611,2449,3083,7080,243,257,268,91,130,128
2019-01-06 13:00:00+00:00,126807,26404,28659,71743,139017,12210,2254,3162,6794,254,257,276,84,133,123
2019-01-06 14:00:00+00:00,131207,26535,29569,75104,142364,11157,2221,2867,6069,255,265,289,82,121,110
2019-01-06 15:00:00+00:00,136592,27193,31168,78230,148629,12038,2084,2824,7131,262,280,301,77,119,129
2019-01-06 16:00:00+00:00,142305,28981,32278,81045,155882,13577,2157,3025,8395,279,289,312,80,127,152
2019-01-06 17:00:00+00:00,144577,28723,33092,82762,158367,13790,2481,3184,8125,276,297,318,92,134,147
2019-01-06 18:00:00+00:00,143312,27668,33262,82382,157942,14630,2789,3277,8564,266,298,317,103,138,155
2019-01-06 19:00:00+00:00,138645,28165,32196,78284,153865,15221,2781,3573,8867,271,289,301,103,150,160
2019-01-06 20:00:00+00:00,124812,26335,29162,69314,139032,14221,3170,3465,7586,253,262,266,117,146,137
2019-01-06 21:00:00+00:00,98650,23801,24755,50094,108971,10321,2757,3148,4417,229,222,193,102,133,80
2019-01-06 22:00:00+00:00,81000,22357,18122,40521,87503,6504,2335,2348,1821,215,163,156,87,99,33
2019-01-06 23:00:00+00:00,74862,21239,15139,38484,79436,4574,2043,1772,759,204,136,148,76,75,14
2019-01-07 00:00:00+00:00,77805,21586,16359,39860,83122,5317,2570,1837,910,208,147,153,95,77,16
2019-01-07 01:00:00+00:00,79938,22296,16342,41300,85118,5180,2659,1779,742,215,147,159,99,75,13
2019-01-07 02:00:00+00:00,87409,24606,18032,44770,93197,5789,2716,1707,1365,237,162,172,101,72,25
2019-01-07 03:00:00+00:00,101535,26165,22117,53252,111107,9573,3616,2737,3220,252,198,205,134,115,58
2019-01-07 04:00:00+00:00,132900,28326,33398,71176,152631,19731,5862,3738,10131,273,300,274,217,157,183
2019-01-07 05:00:00+00:00,155747,32988,34353,88406,181199,25452,6454,3169,15829,317,308,340,239,133,286
2019-01-07 06:00:00+00:00,150443,34772,32072,83599,174532,24089,6454,3998,13638,335,288,321,239,168,246
2019-01-07 07:00:00+00:00,150411,37313,32083,81015,168891,18480,4557,3573,10350,359,288,311,169,150,187
2019-01-07 08:00:00+00:00,142976,35681,30821,76473,160718,17742,4216,3630,9895,343,276,294,156,153,179
2019-01-07 09:00:00+00:00,136392,33676,29992,72723,152947,16555,4127,3443,8985,324,269,280,153,145,162
2019-01-07 10:00:00+00:00,129601,31453,28920,69228,145914,16313,3851,3342,9120,303,259,266,143,141,165
2019-01-07 11:00:00+00:00,126540,30000,28496,68044,142336,15796,3657,3357,8783,289,256,262,135,141,159
2019-01-07 12:00:00+00:00,128668,30310,28668,69690,141774,13106,2943,3083,7080,292,257,268,109,130,128
2019-01-07 13:00:00+00:00,130499,30096,28659,71743,143203,12704,2748,3162,6794,290,257,276,102,133,123
2019-01-07 14:00:00+00:00,134860,30187,29569,75104,146495,11635,2700,2867,6069,290,265,289,100,121,110
2019-01-07 15:00:00+00:00,140453,31055,31168,78230,152848,12395,2440,2824,7131,299,280,301,90,119,129
2019-01-07 16:00:00+00:00,144697,31373,32278,81045,158655,13958,2538,3025,8395,302,289,312,94,127,152
2019-01-07 17:00:00+00:00,147118,31263,33092,82762,161062,13944,2635,3184,8125,301,297,318,98,134,147
2019-01-07 18:00:00+00:00,145464,29820,33262,82382,160411,14946,3105,3277,8564,287,298,317,115,138,155
2019-01-07 19:00:00+00:00,138601,28121,32196,78284,154398,15796,3357,3573,8867,271,289,301,124,150,160
2019-01-07 20:00:00+00:00,125282,26805,29162,69314,139397,14115,3065,3465,7586,258,262,266,114,146,137
2019-01-07 21:00:00+00:00,97691,22842,24755,50094,108223,10532,2967,3148,4417,220,222,193,110,133,80
2019-01-07 22:00:00+00:00,79939,21296,18122,40521,86338,6398,2230,2348,1821,205,163,156,83,99,33
2019-01-07 23:00:00+00:00,75046,21423,15139,38484,79522,4476,1946,1772,759,206,136,148,72,75,14
2019-01-08 00:00:00+00:00,78205,21986,16359,39860,83400,5196,2449,1837,910,212,147,153,91,77,16
2019-01-08 01:00:00+00:00,80266,22625,16342,41300,85333,5067,2546,1779,742,218,147,159,94,75,13
2019-01-08 02:00:00+00:00,87435,24632,18032,44770,93110,5675,2603,1707,1365,237,162,172,96,72,25
2019-01-08 03:00:00+00:00,101447,26078,22117,53252,110980,9532,3575,2737,3220,251,198,205,132,115,58
2019-01-08 04:00:00+00:00,132903,28329,33398,71176,152546,19642,5773,3738,10131,273,300,274,214,157,183
2019-01-08 05:00:00+00:00,155787,33028,34353,88406,181304,25517,6519,3169,15829,318,308,340,242,133,286
2019-01-08 06:00:00+00:00,151111,35440,32072,83599,175225,24113,6478,3998,13638,341,288,321,240,168,246
2019-01-08 07:00:00+00:00,151004,37905,32083,81015,169808,18804,4881,3573,10350,365,288,311,181,150,187
2019-01-08 08:00:00+00:00,143143,35848,30821,76473,161201,18058,4532,3630,9895,345,276,294,168,153,179
2019-01-08 09:00:00+00:00,136122,33406,29992,72723,152993,16871,4443,3443,8985,321,269,280,165,145,162
2019-01-08 10:00:00+00:00,129571,31423,28920,69228,146159,16589,4127,3342,9120,302,259,266,153,141,165
2019-01-08 11:00:00+00:00,126532,29992,28496,68044,142579,16047,3908,3357,8783,289,256,262,145,141,159
2019-01-08 12:00:00+00:00,128735,30376,28668,69690,142019,13284,3121,3083,7080,292,257,268,116,130,128
2019-01-08 13:00:00+00:00,130875,30472,28659,71743,143596,12720,2765,3162,6794,293,257,276,102,133,123
2019-01-08 14:00:00+00:00,135322,30649,29569,75104,146917,11595,2659,2867,6069,295,265,289,99,121,110
2019-01-08 15:00:00+00:00,140928,31529,31168,78230,153177,12249,2294,2824,7131,303,280,301,85,119,129
2019-01-08 16:00:00+00:00,144476,31153,32278,81045,158345,13869,2449,3025,8395,300,289,312,91,127,152
2019-01-08 17:00:00+00:00,145907,30053,33092,82762,159795,13887,2578,3184,8125,289,297,318,96,134,147
2019-01-08 18:00:00+00:00,144413,28769,33262,82382,159262,14849,3008,3277,8564,277,298,317,111,138,155
2019-01-08 19:00:00+00:00,138654,28174,32196,78284,154223,15569,3130,3573,8867,271,289,301,116,150,160
2019-01-08 20:00:00+00:00,124935,26459,29162,69314,138856,13921,2870,3465,7586,255,262,266,106,146,137
2019-01-08 21:00:00+00:00,97261,22412,24755,50094,107614,10353,2789,3148,4417,216,222,193,103,133,80
2019-01-08 22:00:00+00:00,79735,21092,18122,40521,85995,6261,2092,2348,1821,203,163,156,78,99,33
2019-01-08 23:00:00+00:00,74829,21206,15139,38484,79289,4460,1930,1772,759,204,136,148,72,75,14
2019-01-09 00:00:00+00:00,77947,21728,16359,39860,83118,5171,2424,1837,910,209,147,153,90,77,16
2019-01-09 01:00:00+00:00,80064,22423,16342,41300,85106,5042,2521,1779,742,216,147,159,93,75,13
2019-01-09 02:00:00+00:00,87233,24430,18032,44770,92884,5651,2578,1707,1365,235,162,172,96,72,25
2019-01-09 03:00:00+00:00,101234,25864,22117,53252,110733,9500,3543,2737,3220,249,198,205,131,115,58
2019-01-09 04:00:00+00:00,132598,28024,33398,71176,152183,19586,5716,3738,10131,270,300,274,212,157,183
2019-01-09 05:00:00+00:00,155481,32722,34353,88406,180941,25460,6462,3169,15829,315,308,340,239,133,286
2019-01-09 06:00:00+00:00,150750,35079,32072,83599,174807,24057,6421,3998,13638,338,288,321,238,168,246
2019-01-09 07:00:00+00:00,150682,37584,32083,81015,169437,18755,4832,3573,10350,362,288,311,179,150,187
2019-01-09 08:00:00+00:00,142751,35456,30821,76473,160768,18017,4492,3630,9895,341,276,294,166,153,179
2019-01-09 09:00:00+00:00,135785,33070,29992,72723,152616,16830,4402,3443,8985,318,269,280,163,145,162
2019-01-09 10:00:00+00:00,129234,31086,28920,69228,145782,16548,4086,3342,9120,299,259,266,151,141,165
2019-01-09 11:00:00+00:00,126278,29738,28496,68044,142285,16007,3867,3357,8783,286,256,262,143,141,159
2019-01-09 12:00:00+00:00,128438,30080,28668,69690,141690,13252,3089,3083,7080,289,257,268,114,130,128
2019-01-09 13:00:00+00:00,130536,30133,28659,71743,143232,12696,2740,3162,6794,290,257,276,102,133,123
2019-01-09 14:00:00+00:00,134997,30325,29569,75104,146560,11562,2627,2867,6069,292,265,289,97,121,110
2019-01-09 15:00:00+00:00,140628,31229,31168,78230,152860,12232,2278,2824,7131,300,280,301,84,119,129
2019-01-09 16:00:00+00:00,144137,30813,32278,81045,157981,13844,2424,3025,8395,296,289,312,90,127,152
2019-01-09 17:00:00+00:00,145623,29768,33092,82762,159486,13863,2554,3184,8125,286,297,318,95,134,147
2019-01-09 18:00:00+00:00,144144,28500,33262,82382,158960,14816,2976,3277,8564,274,298,317,110,138,155
2019-01-09 19:00:00+00:00,138369,27889,32196,78284,153914,15545,3105,3573,8867,268,289,301,115,150,160
2019-01-09 20:00:00+00:00,124678,26201,29162,69314,138574,13896,2846,3465,7586,252,262,266,105,146,137
2019-01-09 21:00:00+00:00,97032,22183,24755,50094,107361,10329,2765,3148,4417,213,222,193,102,133,80
2019-01-09 22:00:00+00:00,79533,20890,18122,40521,85769,6236,2067,2348,1821,201,163,156,77,99,33
2019-01-09 23:00:00+00:00,75046,21423,15139,38484,79522,4476,1946,1772,759,206,136,148,72,75,14
2019-01-10 00:00:00+00:00,78205,21986,16359,39860,83400,5196,2449,1837,910,212,147,153,91,77,16
2019-01-10 01:00:00+00:00,80266,22625,16342,41300,85333,5067,2546,1779,742,218,147,159,94,75,13
2019-01-10 02:00:00+00:00,87435,24632,18032,44770,93110,5675,2603,1707,1365,237,162,172,96,72,25
2019-01-10 03:00:00+00:00,101447,26078,22117,53252,110980,9532,3575,2737,3220,251,198,205,132,115,58
2019-01-10 04:00:00+00:00,132903,28329,33398,71176,152546,19642,5773,3738,10131,273,300,274,214,157,183
2019-01-10 05:00:00+00:00,155787,33028,34353,88406,181304,25517,6519,3169,15829,318,308,340,242,133,286
2019-01-10 06:00:00+00:00,151111,35440,32072,83599,175225,24113,6478,3998,13638,341,288,321,240,168,246
2019-01-10 07:00:00+00:00,151004,37905,32083,81015,169808,18804,4881,3573,10350,365,288,311,181,150,187
2019-01-10 08:00:00+00:00,143143,35848,30821,76473,161201,18058,4532,3630,9895,345,276,294,168,153,179
2019-01-10 09:00:00+00:00,136122,33406,29992,72723,152993,16871,4443,3443,8985,321,269,280,165,145,162
2019-01-10 10:00:00+00:00,129571,31423,28920,69228,146159,16589,4127,3342,9120,302,259,266,153,141,165
2019-01-10 11:00:00+00:00,126532,29992,28496,68044,142579,16047,3908,3357,8783,289,256,262,145,141,159
2019-01-10 12:00:00+00:00,128735,30376,28668,69690,142019,13284,3121,3083,7080,292,257,268,116,130,128
2019-01-10 13:00:00+00:00,130875,30472,28659,71743,143596,12720,2765,3162,6794,293,257,276,102,133,123
2019-01-10 14:00:00+00:00,135322,30649,29569,75104,146917,11595,2659,2867,6069,295,265,289,99,121,110
2019-01-10 15:00:00+00:00,140928,31529,31168,78230,153177,12249,2294,2824,7131,303,280,301,85,119,129
2019-01-10 16:00:00+00:00,144476,31153,32278,81045,158345,13869,2449,3025,8395,300,289,312,91,127,152
2019-01-10 17:00:00+00:00,145907,30053,33092,82762,159795,13887,2578,3184,8125,289,297,318,96,134,147
2019-01-10 18:00:00+00:00,144413,28769,33262,82382,159262,14849,3008,3277,8564,277,298,317,111,138,155
2019-01-10 19:00:00+00:00,138654,28174,32196,78284,154223,15569,3130,3573,8867,271,289,301,116,150,160
2019-01-10 20:00:00+00:00,124935,26459,29162,69314,138856,13921,2870,3465,7586,255,262,266,106,146,137
2019-01-10 21:00:00+00:00,97261,22412,24755,50094,107614,10353,2789,3148,4417,216,222,193,103,133,80
2019-01-10 22:00:00+00:00,79735,21092,18122,40521,85995,6261,2092,2348,1821,203,163,156,78,99,33
2019-01-10 23:00:00+00:00,73869,20246,15139,38484,78531,4663,2132,1772,759,195,136,148,79,75,14
2019-01-11 00:00:00+00:00,77196,20977,16359,39860,82400,5204,2457,1837,910,202,147,153,91,77,16
2019-01-11 01:00:00+00:00,79377,21736,16342,41300,84420,5042,2521,1779,742,209,147,159,93,75,13
2019-01-11 02:00:00+00:00,85969,23166,18032,44770,91547,5578,2505,1707,1365,223,162,172,93,72,25
2019-01-11 03:00:00+00:00,100095,24726,22117,53252,109311,9216,3259,2737,3220,238,198,205,121,115,58
