NUTS_ID,CompanyName,Subsector,Emissions_ETS_2014,Production,Fuel_Demand,Cluster
DE24D,Ziegelwerk Waldsassen AG,Non-metallic mineral products,13039.0,,,DE2
DED2D,Wienerberger GmbH,Non-metallic mineral products,13944.0,,,DEE
DE916,Fermacell GmbH,Non-metallic mineral products,20968.0,,,DE9
DE722,WENDEL GmbH,Glass,4041.0,,,DEA
DED42,Grünperga Papier GmbH,Paper and printing,14095.0,54224.62,82.84,DEE
DE236,Hermann Trollius GmbH,Cement,48939.0,,,DE2
DE737,Köhler Kalk GmbH,Cement,27606.0,,,DEA
DE949,Baerlocher GmbH,Chemical industry,7698.0,,,DE9
DEC03,Saarstahl AG,Iron and steel,80998.0,461572.24,,DEA
DE40G,Siniat GmbH,Non-metallic mineral products,22707.0,,,DEE
DE113,Aleris Recycling (German Works) GmbH,Non-ferrous metals,20418.0,,,DE2
DEG09,Wienerberger GmbH,Non-metallic mineral products,17536.0,,,DEE
DED2F,BGH Edelstahl Freital GmbH,Iron and steel,15766.0,36831.79,5.97,DEE
DED2F,BGH Edelstahl Freital GmbH,Iron and steel,14063.0,80138.89,,DEE
DEG0F,Technische Glaswerke Ilmenau GmbH,Glass,3903.0,6566.89,10.54,DEE
DED52,PQ Germany GmbH,Glass,42399.0,,,DEE
DE234,Ziegelei Merkl OHG,Non-metallic mineral products,6496.0,,,DE2
DEB14,Eaton Technologies GmbH,Paper and printing,4821.0,,,DEA
DEE0C,Pfeifer & Langen GmbH & Co. KG,Cement,141542.0,,,DEE
DE123,CREATON AG,Non-metallic mineral products,9321.0,,,DE2
DE123,Wienerberger GmbH,Non-metallic mineral products,31014.0,,,DE2
DE409,Ardagh Glass GmbH,Glass,42789.0,71993.61,115.58,DEE
DE40G,Hamburger Rieger GmbH,Paper and printing,274.0,,1.61,DEE
DE268,Franken Guss Kitzingen GmbH & Co. KG,Iron and steel,45663.0,260213.5,,DE2
DE94B,A. Berentelg & Co. Klinker- u. Keramik-Werk,Non-metallic mineral products,7063.0,,,DE9
DED43,Wepa Papierfabrik Sachsen GmbH,Paper and printing,16621.0,63942.35,97.68,DEE
DE93A,Nordzucker AG,Cement,159406.0,,,DE9
DE919,Smurfit Kappa Herzberger Papierfabrik GmbH,Paper and printing,87333.0,,,DE9
DEA59,Gebr. Grünewald GmbH & Co. KG,Paper and printing,13679.0,52624.24,80.39,DEA
DEA35,Hagemeister GmbH & Co. KG,Non-metallic mineral products,19692.0,,,DEA
DEE07,f | glass GmbH,Glass,133680.0,235500.09,714.35,DEE
DE21G,Ziegelwerk Aubenham Adam Holzner KG,Non-metallic mineral products,4279.0,,,DE2
