NUTS2_code,process,season,day_type,hour,load,temperature
DE11,shw_residential,2,0,2,1160.42,
DE11,shw_residential,2,0,3,450.883,
DE11,shw_residential,2,0,4,580.211,
DE11,shw_residential,2,0,5,1742.4,
DE11,shw_residential,2,0,6,5943.77,
DE11,shw_residential,2,0,7,12410.1,
DE11,shw_residential,2,0,8,16290,
DE11,shw_residential,2,0,9,16160.7,
DE11,shw_residential,2,0,10,12539.5,
DE11,shw_residential,2,0,11,10340.9,
DE11,shw_residential,2,0,12,9306.3,
DE11,shw_residential,2,0,13,9435.61,
DE11,shw_residential,2,0,14,9564.93,
DE11,shw_residential,2,0,15,8788.99,
DE11,shw_residential,2,0,16,7754.37,
DE11,shw_residential,2,0,17,7107.73,
DE11,shw_residential,2,0,18,9176.95,
DE11,shw_residential,2,0,19,11634.2,
DE11,shw_residential,2,0,20,13444.8,
DE11,shw_residential,2,0,21,12280.8,
DE11,shw_residential,2,0,22,11763.5,
DE11,shw_residential,2,0,23,9435.6,
DE11,shw_residential,2,0,24,6978.38,
DE11,shw_residential,2,1,1,4556.15,
DE11,shw_residential,2,1,2,2133.91,
DE11,shw_residential,2,1,3,1228.61,
DE11,shw_residential,2,1,4,452.647,
DE11,shw_residential,2,1,5,711.302,
DE11,shw_residential,2,1,6,1745.92,
DE11,shw_residential,2,1,7,3815.17,
DE11,shw_residential,2,1,8,8535.62,
DE11,shw_residential,2,1,9,15260.7,
DE11,shw_residential,2,1,10,19916.4,
DE11,shw_residential,2,1,11,19528.4,
DE11,shw_residential,2,1,12,16941.8,
DE11,shw_residential,2,1,13,15907.2,
DE11,shw_residential,2,1,14,17200.6,
DE11,shw_residential,2,1,15,16036.7,
DE11,shw_residential,2,1,16,15907.3,
DE11,shw_residential,2,1,17,17329.9,
DE11,shw_residential,2,1,18,21080.4,
DE11,shw_residential,2,1,19,23537.7,
DE11,shw_residential,2,1,20,21339.1,
DE11,shw_residential,2,1,21,16166,
DE11,shw_residential,2,1,22,10863.5,
DE11,shw_residential,2,1,23,7242.34,
DE11,shw_residential,2,1,24,5949.06,
DE11,shw_residential,2,2,1,4267.81,
DE11,shw_residential,2,2,2,2974.53,
DE11,shw_residential,2,2,3,1810.59,
DE11,shw_residential,2,2,4,646.64,
DE11,shw_residential,2,2,5,581.974,
DE11,shw_residential,2,2,6,581.974,
DE11,shw_residential,2,2,7,2392.56,
DE11,shw_residential,2,2,8,7113,
