NUTS0_code,process,month,day_type,hour,load
DE,paper,1,0,1,114.4801111
DE,paper,1,0,2,114.4801111
DE,paper,1,0,3,114.4801111
DE,paper,1,0,4,114.4801111
DE,paper,1,0,5,114.4801111
DE,paper,1,0,6,114.4801111
DE,paper,1,0,7,116.4323965
DE,paper,1,0,8,117.7635268
DE,paper,1,0,9,119.5383672
DE,paper,1,0,10,119.5383672
DE,paper,1,0,11,119.5383672
DE,paper,1,0,12,119.5383672
DE,paper,1,0,13,119.5383672
DE,paper,1,0,14,119.5383672
DE,paper,1,0,15,117.7635268
DE,paper,1,0,16,116.4323965
DE,paper,1,0,17,115.1012662
DE,paper,1,0,18,115.1012662
DE,paper,1,0,19,115.1012662
DE,paper,1,0,20,115.1012662
DE,paper,1,0,21,115.1012662
DE,paper,1,0,22,115.1012662
DE,paper,1,0,23,114.4801111
DE,paper,1,0,24,114.4801111
DE,paper,1,1,1,110.3428254
DE,paper,1,1,2,110.3428254
DE,paper,1,1,3,110.3428254
DE,paper,1,1,4,110.3428254
DE,paper,1,1,5,110.3428254
DE,paper,1,1,6,110.3428254
DE,paper,1,1,7,112.2245557
DE,paper,1,1,8,113.5075792
DE,paper,1,1,9,115.2182773
DE,paper,1,1,10,115.2182773
DE,paper,1,1,11,115.2182773
DE,paper,1,1,12,115.2182773
DE,paper,1,1,13,115.2182773
DE,paper,1,1,14,115.2182773
DE,paper,1,1,15,113.5075792
DE,paper,1,1,16,112.2245557
DE,paper,1,1,17,110.9415321
DE,paper,1,1,18,110.9415321
DE,paper,1,1,19,110.9415321
DE,paper,1,1,20,110.9415321
DE,paper,1,1,21,110.9415321
DE,paper,1,1,22,110.9415321
DE,paper,1,1,23,110.3428254
DE,paper,1,1,24,110.3428254
DE,paper,1,2,1,110.0972474
DE,paper,1,2,2,110.0972474
DE,paper,1,2,3,110.0972474
DE,paper,1,2,4,110.0972474
DE,paper,1,2,5,110.0972474
DE,paper,1,2,6,110.0972474
DE,paper,1,2,7,111.9747897
DE,paper,1,2,8,113.2549578
DE,paper,1,2,9,114.9618486
DE,paper,1,2,10,114.9618486
DE,paper,1,2,11,114.9618486
DE,paper,1,2,12,114.9618486
DE,paper,1,2,13,114.9618486
DE,paper,1,2,14,114.9618486
DE,paper,1,2,15,113.2549578
DE,paper,1,2,16,111.9747897
DE,paper,1,2,17,110.6946216
DE,paper,1,2,18,110.6946216
DE,paper,1,2,19,110.6946216
DE,paper,1,2,20,110.6946216
DE,paper,1,2,21,110.6946216
DE,paper,1,2,22,110.6946216
DE,paper,1,2,23,110.0972474
DE,paper,1,2,24,110.0972474
DE,paper,2,0,1,114.046595
DE,paper,2,0,2,114.046595
DE,paper,2,0,3,114.046595
DE,paper,2,0,4,114.046595
DE,paper,2,0,5,114.046595
DE,paper,2,0,6,114.046595
DE,paper,2,0,7,115.9914874
DE,paper,2,0,8,117.317577
DE,paper,2,0,9,119.0856964
DE,paper,2,0,10,119.0856964
DE,paper,2,0,11,119.0856964
DE,paper,2,0,12,119.0856964
DE,paper,2,0,13,119.0856964
DE,paper,2,0,14,119.0856964
DE,paper,2,0,15,117.317577
DE,paper,2,0,16,115.9914874
DE,paper,2,0,17,114.6653978
DE,paper,2,0,18,114.6653978
DE,paper,2,0,19,114.6653978
DE,paper,2,0,20,114.6653978
DE,paper,2,0,21,114.6653978
DE,paper,2,0,22,114.6653978
DE,paper,2,0,23,114.046595
DE,paper,2,0,24,114.046595
DE,paper,2,1,1,109.9249765
DE,paper,2,1,2,109.9249765
DE,paper,2,1,3,109.9249765
DE,paper,2,1,4,109.9249765
DE,paper,2,1,5,109.9249765
DE,paper,2,1,6,109.9249765
DE,paper,2,1,7,111.7995809
DE,paper,2,1,8,113.0777459
DE,paper,2,1,9,114.7819659
DE,paper,2,1,10,114.7819659
DE,paper,2,1,11,114.7819659
DE,paper,2,1,12,114.7819659
DE,paper,2,1,13,114.7819659
DE,paper,2,1,14,114.7819659
DE,paper,2,1,15,113.0777459
DE,paper,2,1,16,111.7995809
DE,paper,2,1,17,110.5214159
DE,paper,2,1,18,110.5214159
DE,paper,2,1,19,110.5214159
DE,paper,2,1,20,110.5214159
DE,paper,2,1,21,110.5214159
DE,paper,2,1,22,110.5214159
DE,paper,2,1,23,109.9249765
DE,paper,2,1,24,109.9249765
DE,paper,2,2,1,109.6803284
DE,paper,2,2,2,109.6803284
DE,paper,2,2,3,109.6803284
DE,paper,2,2,4,109.6803284
DE,paper,2,2,5,109.6803284
DE,paper,2,2,6,109.6803284
DE,paper,2,2,7,111.5507608
DE,paper,2,2,8,112.8260811
DE,paper,2,2,9,114.5265082
DE,paper,2,2,10,114.5265082
DE,paper,2,2,11,114.5265082
DE,paper,2,2,12,114.5265082
DE,paper,2,2,13,114.5265082
DE,paper,2,2,14,114.5265082
DE,paper,2,2,15,112.8260811
DE,paper,2,2,16,111.5507608
DE,paper,2,2,17,110.2754405
DE,paper,2,2,18,110.2754405
DE,paper,2,2,19,110.2754405
DE,paper,2,2,20,110.2754405
DE,paper,2,2,21,110.2754405
DE,paper,2,2,22,110.2754405
DE,paper,2,2,23,109.6803284
DE,paper,2,2,24,109.6803284
DE,paper,3,0,1,112.8988697
DE,paper,3,0,2,112.8988697
DE,paper,3,0,3,112.8988697
DE,paper,3,0,4,112.8988697
DE,paper,3,0,5,112.8988697
DE,paper,3,0,6,112.8988697
DE,paper,3,0,7,114.8241894
DE,paper,3,0,8,116.1369337
DE,paper,3,0,9,117.8872594
DE,paper,3,0,10,117.8872594
DE,paper,3,0,11,117.8872594
DE,paper,3,0,12,117.8872594
DE,paper,3,0,13,117.8872594
DE,paper,3,0,14,117.8872594
DE,paper,3,0,15,116.1369337
DE,paper,3,0,16,114.8241894
DE,paper,3,0,17,113.5114451
DE,paper,3,0,18,113.5114451
DE,paper,3,0,19,113.5114451
DE,paper,3,0,20,113.5114451
DE,paper,3,0,21,113.5114451
DE,paper,3,0,22,113.5114451
DE,paper,3,0,23,112.8988697
DE,paper,3,0,24,112.8988697
DE,paper,3,1,1,108.8187297
DE,paper,3,1,2,108.8187297
DE,paper,3,1,3,108.8187297
DE,paper,3,1,4,108.8187297
DE,paper,3,1,5,108.8187297
DE,paper,3,1,6,108.8187297
DE,paper,3,1,7,110.6744688
DE,paper,3,1,8,111.9397708
DE,paper,3,1,9,113.6268401
DE,paper,3,1,10,113.6268401
DE,paper,3,1,11,113.6268401
DE,paper,3,1,12,113.6268401
