NUTS0_code,process,month,daytype,hour,load
CY,iron_and_steel,11,2,17,114.6216813
CY,iron_and_steel,11,2,18,114.6216813
CY,iron_and_steel,11,2,19,114.6216813
CY,iron_and_steel,11,2,20,114.6216813
CY,iron_and_steel,11,2,21,114.6216813
CY,iron_and_steel,11,2,22,114.6216813
CY,iron_and_steel,11,2,23,112.4654488
CY,iron_and_steel,11,2,24,112.4654488
CY,iron_and_steel,12,0,1,114.0728618
CY,iron_and_steel,12,0,2,114.0728618
CY,iron_and_steel,12,0,3,114.0728618
CY,iron_and_steel,12,0,4,114.0728618
CY,iron_and_steel,12,0,5,114.0728618
CY,iron_and_steel,12,0,6,114.0728618
CY,iron_and_steel,12,0,7,116.383509
CY,iron_and_steel,12,0,8,116.5071057
CY,iron_and_steel,12,0,9,116.6719013
CY,iron_and_steel,12,0,10,116.6719013
CY,iron_and_steel,12,0,11,116.6719013
CY,iron_and_steel,12,0,12,116.6719013
CY,iron_and_steel,12,0,13,116.6719013
CY,iron_and_steel,12,0,14,116.6719013
CY,iron_and_steel,12,0,15,116.5071057
CY,iron_and_steel,12,0,16,116.383509
CY,iron_and_steel,12,0,17,116.2599123
CY,iron_and_steel,12,0,18,116.2599123
CY,iron_and_steel,12,0,19,116.2599123
CY,iron_and_steel,12,0,20,116.2599123
CY,iron_and_steel,12,0,21,116.2599123
CY,iron_and_steel,12,0,22,116.2599123
CY,iron_and_steel,12,0,23,114.0728618
CY,iron_and_steel,12,0,24,114.0728618
CY,iron_and_steel,12,1,1,114.0728623
CY,iron_and_steel,12,1,2,114.0728623
CY,iron_and_steel,12,1,3,114.0728623
CY,iron_and_steel,12,1,4,114.0728623
CY,iron_and_steel,12,1,5,114.0728623
CY,iron_and_steel,12,1,6,114.0728623
CY,iron_and_steel,12,1,7,116.3835095
CY,iron_and_steel,12,1,8,116.5071062
CY,iron_and_steel,12,1,9,116.6719018
CY,iron_and_steel,12,1,10,116.6719018
CY,iron_and_steel,12,1,11,116.6719018
CY,iron_and_steel,12,1,12,116.6719018
CY,iron_and_steel,12,1,13,116.6719018
CY,iron_and_steel,12,1,14,116.6719018
CY,iron_and_steel,12,1,15,116.5071062
CY,iron_and_steel,12,1,16,116.3835095
CY,iron_and_steel,12,1,17,116.2599128
CY,iron_and_steel,12,1,18,116.2599128
CY,iron_and_steel,12,1,19,116.2599128
CY,iron_and_steel,12,1,20,116.2599128
CY,iron_and_steel,12,1,21,116.2599128
CY,iron_and_steel,12,1,22,116.2599128
CY,iron_and_steel,12,1,23,114.0728623
CY,iron_and_steel,12,1,24,114.0728623
CY,iron_and_steel,12,2,1,113.1901045
CY,iron_and_steel,12,2,2,113.1901045
CY,iron_and_steel,12,2,3,113.1901045
CY,iron_and_steel,12,2,4,113.1901045
CY,iron_and_steel,12,2,5,113.1901045
CY,iron_and_steel,12,2,6,113.1901045
CY,iron_and_steel,12,2,7,115.4828707
CY,iron_and_steel,12,2,8,115.6055109
CY,iron_and_steel,12,2,9,115.7690312
CY,iron_and_steel,12,2,10,115.7690312
CY,iron_and_steel,12,2,11,115.7690312
CY,iron_and_steel,12,2,12,115.7690312
CY,iron_and_steel,12,2,13,115.7690312
CY,iron_and_steel,12,2,14,115.7690312
CY,iron_and_steel,12,2,15,115.6055109
CY,iron_and_steel,12,2,16,115.4828707
CY,iron_and_steel,12,2,17,115.3602305
CY,iron_and_steel,12,2,18,115.3602305
CY,iron_and_steel,12,2,19,115.3602305
CY,iron_and_steel,12,2,20,115.3602305
CY,iron_and_steel,12,2,21,115.3602305
CY,iron_and_steel,12,2,22,115.3602305
CY,iron_and_steel,12,2,23,113.1901045
CY,iron_and_steel,12,2,24,113.1901045
CZ,iron_and_steel,1,0,1,112.9142431
CZ,iron_and_steel,1,0,2,112.9142431
CZ,iron_and_steel,1,0,3,112.9142431
CZ,iron_and_steel,1,0,4,112.9142431
CZ,iron_and_steel,1,0,5,112.9142431
CZ,iron_and_steel,1,0,6,112.9142431
CZ,iron_and_steel,1,0,7,115.2014214
CZ,iron_and_steel,1,0,8,115.3237627
CZ,iron_and_steel,1,0,9,115.4868845
CZ,iron_and_steel,1,0,10,115.4868845
CZ,iron_and_steel,1,0,11,115.4868845
CZ,iron_and_steel,1,0,12,115.4868845
CZ,iron_and_steel,1,0,13,115.4868845
CZ,iron_and_steel,1,0,14,115.4868845
CZ,iron_and_steel,1,0,15,115.3237627
CZ,iron_and_steel,1,0,16,115.2014214
CZ,iron_and_steel,1,0,17,115.0790801
CZ,iron_and_steel,1,0,18,115.0790801
CZ,iron_and_steel,1,0,19,115.0790801
CZ,iron_and_steel,1,0,20,115.0790801
CZ,iron_and_steel,1,0,21,115.0790801
CZ,iron_and_steel,1,0,22,115.0790801
CZ,iron_and_steel,1,0,23,112.9142431
CZ,iron_and_steel,1,0,24,112.9142431
CZ,iron_and_steel,1,1,1,112.9142436
CZ,iron_and_steel,1,1,2,112.9142436
CZ,iron_and_steel,1,1,3,112.9142436
CZ,iron_and_steel,1,1,4,112.9142436
CZ,iron_and_steel,1,1,5,112.9142436
CZ,iron_and_steel,1,1,6,112.9142436
CZ,iron_and_steel,1,1,7,115.2014219
CZ,iron_and_steel,1,1,8,115.3237632
CZ,iron_and_steel,1,1,9,115.486885
CZ,iron_and_steel,1,1,10,115.486885
CZ,iron_and_steel,1,1,11,115.486885
CZ,iron_and_steel,1,1,12,115.486885
CZ,iron_and_steel,1,1,13,115.486885
CZ,iron_and_steel,1,1,14,115.486885
CZ,iron_and_steel,1,1,15,115.3237632
CZ,iron_and_steel,1,1,16,115.2014219
CZ,iron_and_steel,1,1,17,115.0790806
CZ,iron_and_steel,1,1,18,115.0790806
CZ,iron_and_steel,1,1,19,115.0790806
CZ,iron_and_steel,1,1,20,115.0790806
CZ,iron_and_steel,1,1,21,115.0790806
CZ,iron_and_steel,1,1,22,115.0790806
CZ,iron_and_steel,1,1,23,112.9142436
CZ,iron_and_steel,1,1,24,112.9142436
CZ,iron_and_steel,1,2,1,112.0404518
CZ,iron_and_steel,1,2,2,112.0404518
CZ,iron_and_steel,1,2,3,112.0404518
CZ,iron_and_steel,1,2,4,112.0404518
CZ,iron_and_steel,1,2,5,112.0404518
CZ,iron_and_steel,1,2,6,112.0404518
CZ,iron_and_steel,1,2,7,114.3099307
CZ,iron_and_steel,1,2,8,114.4313253
CZ,iron_and_steel,1,2,9,114.5931848
CZ,iron_and_steel,1,2,10,114.5931848
CZ,iron_and_steel,1,2,11,114.5931848
CZ,iron_and_steel,1,2,12,114.5931848
CZ,iron_and_steel,1,2,13,114.5931848
CZ,iron_and_steel,1,2,14,114.5931848
CZ,iron_and_steel,1,2,15,114.4313253
CZ,iron_and_steel,1,2,16,114.3099307
CZ,iron_and_steel,1,2,17,114.1885361
CZ,iron_and_steel,1,2,18,114.1885361
CZ,iron_and_steel,1,2,19,114.1885361
CZ,iron_and_steel,1,2,20,114.1885361
CZ,iron_and_steel,1,2,21,114.1885361
CZ,iron_and_steel,1,2,22,114.1885361
CZ,iron_and_steel,1,2,23,112.0404518
CZ,iron_and_steel,1,2,24,112.0404518
CZ,iron_and_steel,2,0,1,112.6851233
CZ,iron_and_steel,2,0,2,112.6851233
CZ,iron_and_steel,2,0,3,112.6851233
CZ,iron_and_steel,2,0,4,112.6851233
CZ,iron_and_steel,2,0,5,112.6851233
CZ,iron_and_steel,2,0,6,112.6851233
CZ,iron_and_steel,2,0,7,114.9676606
CZ,iron_and_steel,2,0,8,115.0897537
CZ,iron_and_steel,2,0,9,115.2525445
CZ,iron_and_steel,2,0,10,115.2525445
CZ,iron_and_steel,2,0,11,115.2525445
CZ,iron_and_steel,2,0,12,115.2525445
CZ,iron_and_steel,2,0,13,115.2525445
CZ,iron_and_steel,2,0,14,115.2525445
CZ,iron_and_steel,2,0,15,115.0897537
CZ,iron_and_steel,2,0,16,114.9676606
CZ,iron_and_steel,2,0,17,114.8455675
CZ,iron_and_steel,2,0,18,114.8455675
CZ,iron_and_steel,2,0,19,114.8455675
CZ,iron_and_steel,2,0,20,114.8455675
CZ,iron_and_steel,2,0,21,114.8455675
CZ,iron_and_steel,2,0,22,114.8455675
CZ,iron_and_steel,2,0,23,112.6851233
CZ,iron_and_steel,2,0,24,112.6851233
CZ,iron_and_steel,2,1,1,112.6851238
CZ,iron_and_steel,2,1,2,112.6851238
CZ,iron_and_steel,2,1,3,112.6851238
CZ,iron_and_steel,2,1,4,112.6851238
CZ,iron_and_steel,2,1,5,112.6851238
CZ,iron_and_steel,2,1,6,112.6851238
CZ,iron_and_steel,2,1,7,114.9676611
CZ,iron_and_steel,2,1,8,115.0897542
CZ,iron_and_steel,2,1,9,115.252545
CZ,iron_and_steel,2,1,10,115.252545
CZ,iron_and_steel,2,1,11,115.252545
CZ,iron_and_steel,2,1,12,115.252545
CZ,iron_and_steel,2,1,13,115.252545
CZ,iron_and_steel,2,1,14,115.252545
CZ,iron_and_steel,2,1,15,115.0897542
CZ,iron_and_steel,2,1,16,114.9676611
CZ,iron_and_steel,2,1,17,114.845568
CZ,iron_and_steel,2,1,18,114.845568
CZ,iron_and_steel,2,1,19,114.845568
CZ,iron_and_steel,2,1,20,114.845568
CZ,iron_and_steel,2,1,21,114.845568
CZ,iron_and_steel,2,1,22,114.845568
CZ,iron_and_steel,2,1,23,112.6851238
CZ,iron_and_steel,2,1,24,112.6851238
CZ,iron_and_steel,2,2,1,111.8131051
CZ,iron_and_steel,2,2,2,111.8131051
CZ,iron_and_steel,2,2,3,111.8131051
CZ,iron_and_steel,2,2,4,111.8131051
CZ,iron_and_steel,2,2,5,111.8131051
CZ,iron_and_steel,2,2,6,111.8131051
CZ,iron_and_steel,2,2,7,114.0779789
CZ,iron_and_steel,2,2,8,114.1991272
CZ,iron_and_steel,2,2,9,114.3606582
CZ,iron_and_steel,2,2,10,114.3606582
CZ,iron_and_steel,2,2,11,114.3606582
CZ,iron_and_steel,2,2,12,114.3606582
CZ,iron_and_steel,2,2,13,114.3606582
CZ,iron_and_steel,2,2,14,114.3606582
CZ,iron_and_steel,2,2,15,114.1991272
CZ,iron_and_steel,2,2,16,114.0779789
CZ,iron_and_steel,2,2,17,113.9568306
CZ,iron_and_steel,2,2,18,113.9568306
CZ,iron_and_steel,2,2,19,113.9568306
CZ,iron_and_steel,2,2,20,113.9568306
CZ,iron_and_steel,2,2,21,113.9568306
CZ,iron_and_steel,2,2,22,113.9568306
CZ,iron_and_steel,2,2,23,111.8131051
CZ,iron_and_steel,2,2,24,111.8131051
CZ,iron_and_steel,3,0,1,112.0302928
CZ,iron_and_steel,3,0,2,112.0302928
CZ,iron_and_steel,3,0,3,112.0302928
CZ,iron_and_steel,3,0,4,112.0302928
CZ,iron_and_steel,3,0,5,112.0302928
CZ,iron_and_steel,3,0,6,112.0302928
CZ,iron_and_steel,3,0,7,114.2995659
CZ,iron_and_steel,3,0,8,114.4209495
CZ,iron_and_steel,3,0,9,114.5827943
CZ,iron_and_steel,3,0,10,114.5827943
CZ,iron_and_steel,3,0,11,114.5827943
CZ,iron_and_steel,3,0,12,114.5827943
CZ,iron_and_steel,3,0,13,114.5827943
CZ,iron_and_steel,3,0,14,114.5827943
CZ,iron_and_steel,3,0,15,114.4209495
CZ,iron_and_steel,3,0,16,114.2995659
CZ,iron_and_steel,3,0,17,114.1781823
CZ,iron_and_steel,3,0,18,114.1781823
CZ,iron_and_steel,3,0,19,114.1781823
CZ,iron_and_steel,3,0,20,114.1781823
CZ,iron_and_steel,3,0,21,114.1781823
CZ,iron_and_steel,3,0,22,114.1781823
CZ,iron_and_steel,3,0,23,112.0302928
CZ,iron_and_steel,3,0,24,112.0302928
CZ,iron_and_steel,3,1,1,112.0302933
CZ,iron_and_steel,3,1,2,112.0302933
CZ,iron_and_steel,3,1,3,112.0302933
CZ,iron_and_steel,3,1,4,112.0302933
CZ,iron_and_steel,3,1,5,112.0302933
CZ,iron_and_steel,3,1,6,112.0302933
CZ,iron_and_steel,3,1,7,114.2995664
CZ,iron_and_steel,3,1,8,114.42095
CZ,iron_and_steel,3,1,9,114.5827948
CZ,iron_and_steel,3,1,10,114.5827948
CZ,iron_and_steel,3,1,11,114.5827948
CZ,iron_and_steel,3,1,12,114.5827948
CZ,iron_and_steel,3,1,13,114.5827948
CZ,iron_and_steel,3,1,14,114.5827948
CZ,iron_and_steel,3,1,15,114.42095
CZ,iron_and_steel,3,1,16,114.2995664
CZ,iron_and_steel,3,1,17,114.1781828
CZ,iron_and_steel,3,1,18,114.1781828
CZ,iron_and_steel,3,1,19,114.1781828
CZ,iron_and_steel,3,1,20,114.1781828
CZ,iron_and_steel,3,1,21,114.1781828
CZ,iron_and_steel,3,1,22,114.1781828
CZ,iron_and_steel,3,1,23,112.0302933
CZ,iron_and_steel,3,1,24,112.0302933
CZ,iron_and_steel,3,2,1,111.163342
CZ,iron_and_steel,3,2,2,111.163342
CZ,iron_and_steel,3,2,3,111.163342
CZ,iron_and_steel,3,2,4,111.163342
CZ,iron_and_steel,3,2,5,111.163342
CZ,iron_and_steel,3,2,6,111.163342
CZ,iron_and_steel,3,2,7,113.4150543
CZ,iron_and_steel,3,2,8,113.5354985
CZ,iron_and_steel,3,2,9,113.6960909
CZ,iron_and_steel,3,2,10,113.6960909
CZ,iron_and_steel,3,2,11,113.6960909
CZ,iron_and_steel,3,2,12,113.6960909
CZ,iron_and_steel,3,2,13,113.6960909
CZ,iron_and_steel,3,2,14,113.6960909
CZ,iron_and_steel,3,2,15,113.5354985
CZ,iron_and_steel,3,2,16,113.4150543
CZ,iron_and_steel,3,2,17,113.29461
CZ,iron_and_steel,3,2,18,113.29461
CZ,iron_and_steel,3,2,19,113.29461
CZ,iron_and_steel,3,2,20,113.29461
CZ,iron_and_steel,3,2,21,113.29461
CZ,iron_and_steel,3,2,22,113.29461
CZ,iron_and_steel,3,2,23,111.163342
CZ,iron_and_steel,3,2,24,111.163342
CZ,iron_and_steel,4,0,1,112.1699362
CZ,iron_and_steel,4,0,2,112.1699362
CZ,iron_and_steel,4,0,3,112.1699362
CZ,iron_and_steel,4,0,4,112.1699362
CZ,iron_and_steel,4,0,5,112.1699362
CZ,iron_and_steel,4,0,6,112.1699362
CZ,iron_and_steel,4,0,7,114.4420379
CZ,iron_and_steel,4,0,8,114.5635728
CZ,iron_and_steel,4,0,9,114.7256193
CZ,iron_and_steel,4,0,10,114.7256193
CZ,iron_and_steel,4,0,11,114.7256193
CZ,iron_and_steel,4,0,12,114.7256193
CZ,iron_and_steel,4,0,13,114.7256193
CZ,iron_and_steel,4,0,14,114.7256193
CZ,iron_and_steel,4,0,15,114.5635728
CZ,iron_and_steel,4,0,16,114.4420379
CZ,iron_and_steel,4,0,17,114.3205031
CZ,iron_and_steel,4,0,18,114.3205031
CZ,iron_and_steel,4,0,19,114.3205031
CZ,iron_and_steel,4,0,20,114.3205031
CZ,iron_and_steel,4,0,21,114.3205031
CZ,iron_and_steel,4,0,22,114.3205031
CZ,iron_and_steel,4,0,23,112.1699362
CZ,iron_and_steel,4,0,24,112.1699362
CZ,iron_and_steel,4,1,1,112.1699367
CZ,iron_and_steel,4,1,2,112.1699367
CZ,iron_and_steel,4,1,3,112.1699367
CZ,iron_and_steel,4,1,4,112.1699367
CZ,iron_and_steel,4,1,5,112.1699367
CZ,iron_and_steel,4,1,6,112.1699367
CZ,iron_and_steel,4,1,7,114.4420384
CZ,iron_and_steel,4,1,8,114.5635733
CZ,iron_and_steel,4,1,9,114.7256198
CZ,iron_and_steel,4,1,10,114.7256198
CZ,iron_and_steel,4,1,11,114.7256198
CZ,iron_and_steel,4,1,12,114.7256198
CZ,iron_and_steel,4,1,13,114.7256198
CZ,iron_and_steel,4,1,14,114.7256198
CZ,iron_and_steel,4,1,15,114.5635733
CZ,iron_and_steel,4,1,16,114.4420384
CZ,iron_and_steel,4,1,17,114.3205035
CZ,iron_and_steel,4,1,18,114.3205035
CZ,iron_and_steel,4,1,19,114.3205035
CZ,iron_and_steel,4,1,20,114.3205035
CZ,iron_and_steel,4,1,21,114.3205035
CZ,iron_and_steel,4,1,22,114.3205035
CZ,iron_and_steel,4,1,23,112.1699367
CZ,iron_and_steel,4,1,24,112.1699367
CZ,iron_and_steel,4,2,1,111.3019048
CZ,iron_and_steel,4,2,2,111.3019048
CZ,iron_and_steel,4,2,3,111.3019048
CZ,iron_and_steel,4,2,4,111.3019048
CZ,iron_and_steel,4,2,5,111.3019048
CZ,iron_and_steel,4,2,6,111.3019048
CZ,iron_and_steel,4,2,7,113.5564238
CZ,iron_and_steel,4,2,8,113.6770182
CZ,iron_and_steel,4,2,9,113.8378107
CZ,iron_and_steel,4,2,10,113.8378107
CZ,iron_and_steel,4,2,11,113.8378107
CZ,iron_and_steel,4,2,12,113.8378107
CZ,iron_and_steel,4,2,13,113.8378107
CZ,iron_and_steel,4,2,14,113.8378107
CZ,iron_and_steel,4,2,15,113.6770182
CZ,iron_and_steel,4,2,16,113.5564238
CZ,iron_and_steel,4,2,17,113.4358294
CZ,iron_and_steel,4,2,18,113.4358294
CZ,iron_and_steel,4,2,19,113.4358294
CZ,iron_and_steel,4,2,20,113.4358294
CZ,iron_and_steel,4,2,21,113.4358294
CZ,iron_and_steel,4,2,22,113.4358294
CZ,iron_and_steel,4,2,23,111.3019048
CZ,iron_and_steel,4,2,24,111.3019048
CZ,iron_and_steel,5,0,1,112.6481247
CZ,iron_and_steel,5,0,2,112.6481247
CZ,iron_and_steel,5,0,3,112.6481247
CZ,iron_and_steel,5,0,4,112.6481247
CZ,iron_and_steel,5,0,5,112.6481247
CZ,iron_and_steel,5,0,6,112.6481247
CZ,iron_and_steel,5,0,7,114.9299125
CZ,iron_and_steel,5,0,8,115.0519655
CZ,iron_and_steel,5,0,9,115.2147029
CZ,iron_and_steel,5,0,10,115.2147029
CZ,iron_and_steel,5,0,11,115.2147029
CZ,iron_and_steel,5,0,12,115.2147029
CZ,iron_and_steel,5,0,13,115.2147029
CZ,iron_and_steel,5,0,14,115.2147029
CZ,iron_and_steel,5,0,15,115.0519655
CZ,iron_and_steel,5,0,16,114.9299125
CZ,iron_and_steel,5,0,17,114.8078595
CZ,iron_and_steel,5,0,18,114.8078595
CZ,iron_and_steel,5,0,19,114.8078595
CZ,iron_and_steel,5,0,20,114.8078595
CZ,iron_and_steel,5,0,21,114.8078595
CZ,iron_and_steel,5,0,22,114.8078595
CZ,iron_and_steel,5,0,23,112.6481247
CZ,iron_and_steel,5,0,24,112.6481247
CZ,iron_and_steel,5,1,1,112.6481252
CZ,iron_and_steel,5,1,2,112.6481252
CZ,iron_and_steel,5,1,3,112.6481252
CZ,iron_and_steel,5,1,4,112.6481252
CZ,iron_and_steel,5,1,5,112.6481252
CZ,iron_and_steel,5,1,6,112.6481252
CZ,iron_and_steel,5,1,7,114.929913
CZ,iron_and_steel,5,1,8,115.051966
CZ,iron_and_steel,5,1,9,115.2147034
CZ,iron_and_steel,5,1,10,115.2147034
CZ,iron_and_steel,5,1,11,115.2147034
CZ,iron_and_steel,5,1,12,115.2147034
CZ,iron_and_steel,5,1,13,115.2147034
CZ,iron_and_steel,5,1,14,115.2147034
CZ,iron_and_steel,5,1,15,115.051966
CZ,iron_and_steel,5,1,16,114.929913
CZ,iron_and_steel,5,1,17,114.80786
CZ,iron_and_steel,5,1,18,114.80786
CZ,iron_and_steel,5,1,19,114.80786
CZ,iron_and_steel,5,1,20,114.80786
CZ,iron_and_steel,5,1,21,114.80786
CZ,iron_and_steel,5,1,22,114.80786
CZ,iron_and_steel,5,1,23,112.6481252
CZ,iron_and_steel,5,1,24,112.6481252
CZ,iron_and_steel,5,2,1,111.7763928
CZ,iron_and_steel,5,2,2,111.7763928
CZ,iron_and_steel,5,2,3,111.7763928
CZ,iron_and_steel,5,2,4,111.7763928
CZ,iron_and_steel,5,2,5,111.7763928
CZ,iron_and_steel,5,2,6,111.7763928
CZ,iron_and_steel,5,2,7,114.0405229
CZ,iron_and_steel,5,2,8,114.1616314
CZ,iron_and_steel,5,2,9,114.3231094
CZ,iron_and_steel,5,2,10,114.3231094
CZ,iron_and_steel,5,2,11,114.3231094
CZ,iron_and_steel,5,2,12,114.3231094
CZ,iron_and_steel,5,2,13,114.3231094
CZ,iron_and_steel,5,2,14,114.3231094
CZ,iron_and_steel,5,2,15,114.1616314
CZ,iron_and_steel,5,2,16,114.0405229
CZ,iron_and_steel,5,2,17,113.9194145
CZ,iron_and_steel,5,2,18,113.9194145
CZ,iron_and_steel,5,2,19,113.9194145
CZ,iron_and_steel,5,2,20,113.9194145
CZ,iron_and_steel,5,2,21,113.9194145
CZ,iron_and_steel,5,2,22,113.9194145
CZ,iron_and_steel,5,2,23,111.7763928
CZ,iron_and_steel,5,2,24,111.7763928
CZ,iron_and_steel,6,0,1,112.8048679
CZ,iron_and_steel,6,0,2,112.8048679
CZ,iron_and_steel,6,0,3,112.8048679
CZ,iron_and_steel,6,0,4,112.8048679
CZ,iron_and_steel,6,0,5,112.8048679
CZ,iron_and_steel,6,0,6,112.8048679
CZ,iron_and_steel,6,0,7,115.0898307
CZ,iron_and_steel,6,0,8,115.2120536
CZ,iron_and_steel,6,0,9,115.3750174
CZ,iron_and_steel,6,0,10,115.3750174
CZ,iron_and_steel,6,0,11,115.3750174
CZ,iron_and_steel,6,0,12,115.3750174
CZ,iron_and_steel,6,0,13,115.3750174
CZ,iron_and_steel,6,0,14,115.3750174
CZ,iron_and_steel,6,0,15,115.2120536
CZ,iron_and_steel,6,0,16,115.0898307
CZ,iron_and_steel,6,0,17,114.9676079
CZ,iron_and_steel,6,0,18,114.9676079
CZ,iron_and_steel,6,0,19,114.9676079
CZ,iron_and_steel,6,0,20,114.9676079
CZ,iron_and_steel,6,0,21,114.9676079
CZ,iron_and_steel,6,0,22,114.9676079
CZ,iron_and_steel,6,0,23,112.8048679
CZ,iron_and_steel,6,0,24,112.8048679
CZ,iron_and_steel,6,1,1,112.8048684
CZ,iron_and_steel,6,1,2,112.8048684
CZ,iron_and_steel,6,1,3,112.8048684
CZ,iron_and_steel,6,1,4,112.8048684
CZ,iron_and_steel,6,1,5,112.8048684
CZ,iron_and_steel,6,1,6,112.8048684
CZ,iron_and_steel,6,1,7,115.0898312
CZ,iron_and_steel,6,1,8,115.2120541
CZ,iron_and_steel,6,1,9,115.3750179
CZ,iron_and_steel,6,1,10,115.3750179
CZ,iron_and_steel,6,1,11,115.3750179
CZ,iron_and_steel,6,1,12,115.3750179
CZ,iron_and_steel,6,1,13,115.3750179
CZ,iron_and_steel,6,1,14,115.3750179
CZ,iron_and_steel,6,1,15,115.2120541
CZ,iron_and_steel,6,1,16,115.0898312
CZ,iron_and_steel,6,1,17,114.9676084
CZ,iron_and_steel,6,1,18,114.9676084
CZ,iron_and_steel,6,1,19,114.9676084
CZ,iron_and_steel,6,1,20,114.9676084
CZ,iron_and_steel,6,1,21,114.9676084
CZ,iron_and_steel,6,1,22,114.9676084
CZ,iron_and_steel,6,1,23,112.8048684
CZ,iron_and_steel,6,1,24,112.8048684
CZ,iron_and_steel,6,2,1,111.9319231
CZ,iron_and_steel,6,2,2,111.9319231
CZ,iron_and_steel,6,2,3,111.9319231
CZ,iron_and_steel,6,2,4,111.9319231
CZ,iron_and_steel,6,2,5,111.9319231
CZ,iron_and_steel,6,2,6,111.9319231
CZ,iron_and_steel,6,2,7,114.1992036
CZ,iron_and_steel,6,2,8,114.3204806
CZ,iron_and_steel,6,2,9,114.4821833
CZ,iron_and_steel,6,2,10,114.4821833
CZ,iron_and_steel,6,2,11,114.4821833
CZ,iron_and_steel,6,2,12,114.4821833
CZ,iron_and_steel,6,2,13,114.4821833
CZ,iron_and_steel,6,2,14,114.4821833
CZ,iron_and_steel,6,2,15,114.3204806
CZ,iron_and_steel,6,2,16,114.1992036
CZ,iron_and_steel,6,2,17,114.0779266
CZ,iron_and_steel,6,2,18,114.0779266
CZ,iron_and_steel,6,2,19,114.0779266
CZ,iron_and_steel,6,2,20,114.0779266
CZ,iron_and_steel,6,2,21,114.0779266
CZ,iron_and_steel,6,2,22,114.0779266
CZ,iron_and_steel,6,2,23,111.9319231
CZ,iron_and_steel,6,2,24,111.9319231
CZ,iron_and_steel,7,0,1,111.9220919
CZ,iron_and_steel,7,0,2,111.9220919
CZ,iron_and_steel,7,0,3,111.9220919
CZ,iron_and_steel,7,0,4,111.9220919
CZ,iron_and_steel,7,0,5,111.9220919
CZ,iron_and_steel,7,0,6,111.9220919
CZ,iron_and_steel,7,0,7,114.1891733
CZ,iron_and_steel,7,0,8,114.3104396
CZ,iron_and_steel,7,0,9,114.4721281
CZ,iron_and_steel,7,0,10,114.4721281
CZ,iron_and_steel,7,0,11,114.4721281
CZ,iron_and_steel,7,0,12,114.4721281
CZ,iron_and_steel,7,0,13,114.4721281
CZ,iron_and_steel,7,0,14,114.4721281
CZ,iron_and_steel,7,0,15,114.3104396
CZ,iron_and_steel,7,0,16,114.1891733
CZ,iron_and_steel,7,0,17,114.0679069
CZ,iron_and_steel,7,0,18,114.0679069
CZ,iron_and_steel,7,0,19,114.0679069
CZ,iron_and_steel,7,0,20,114.0679069
CZ,iron_and_steel,7,0,21,114.0679069
CZ,iron_and_steel,7,0,22,114.0679069
CZ,iron_and_steel,7,0,23,111.9220919
CZ,iron_and_steel,7,0,24,111.9220919
CZ,iron_and_steel,7,1,1,111.9220924
CZ,iron_and_steel,7,1,2,111.9220924
CZ,iron_and_steel,7,1,3,111.9220924
CZ,iron_and_steel,7,1,4,111.9220924
CZ,iron_and_steel,7,1,5,111.9220924
CZ,iron_and_steel,7,1,6,111.9220924
CZ,iron_and_steel,7,1,7,114.1891738
CZ,iron_and_steel,7,1,8,114.3104401
CZ,iron_and_steel,7,1,9,114.4721286
CZ,iron_and_steel,7,1,10,114.4721286
CZ,iron_and_steel,7,1,11,114.4721286
CZ,iron_and_steel,7,1,12,114.4721286
CZ,iron_and_steel,7,1,13,114.4721286
CZ,iron_and_steel,7,1,14,114.4721286
CZ,iron_and_steel,7,1,15,114.3104401
CZ,iron_and_steel,7,1,16,114.1891738
CZ,iron_and_steel,7,1,17,114.0679074
CZ,iron_and_steel,7,1,18,114.0679074
CZ,iron_and_steel,7,1,19,114.0679074
CZ,iron_and_steel,7,1,20,114.0679074
CZ,iron_and_steel,7,1,21,114.0679074
CZ,iron_and_steel,7,1,22,114.0679074
CZ,iron_and_steel,7,1,23,111.9220924
CZ,iron_and_steel,7,1,24,111.9220924
CZ,iron_and_steel,7,2,1,111.0559784
CZ,iron_and_steel,7,2,2,111.0559784
CZ,iron_and_steel,7,2,3,111.0559784
CZ,iron_and_steel,7,2,4,111.0559784
CZ,iron_and_steel,7,2,5,111.0559784
CZ,iron_and_steel,7,2,6,111.0559784
CZ,iron_and_steel,7,2,7,113.3055159
CZ,iron_and_steel,7,2,8,113.4258439
CZ,iron_and_steel,7,2,9,113.5862811
CZ,iron_and_steel,7,2,10,113.5862811
CZ,iron_and_steel,7,2,11,113.5862811
CZ,iron_and_steel,7,2,12,113.5862811
CZ,iron_and_steel,7,2,13,113.5862811
CZ,iron_and_steel,7,2,14,113.5862811
CZ,iron_and_steel,7,2,15,113.4258439
CZ,iron_and_steel,7,2,16,113.3055159
CZ,iron_and_steel,7,2,17,113.185188
CZ,iron_and_steel,7,2,18,113.185188
CZ,iron_and_steel,7,2,19,113.185188
CZ,iron_and_steel,7,2,20,113.185188
CZ,iron_and_steel,7,2,21,113.185188
CZ,iron_and_steel,7,2,22,113.185188
CZ,iron_and_steel,7,2,23,111.0559784
CZ,iron_and_steel,7,2,24,111.0559784
CZ,iron_and_steel,8,0,1,113.9273957
CZ,iron_and_steel,8,0,2,113.9273957
CZ,iron_and_steel,8,0,3,113.9273957
