country;NUTS0_ID;type_of_building;heating_equipment;year;datetime;price_index_households_appliances;labour_cost_index_construction_sector;equipment_and_maintenance_index;specific_investment_costs;equipment_cost_ share;installation_cost_share;fixed_O_and_M;variable_O_and_M;technical_lifetime;total_annual_net_efficiency;k1_specific_investment_costs;k2_specific_investment_costs;InCost_CAGR;k1_fixed_O_and_M;k2_fixed_O_and_M;;;;;
Lithuania;LT;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.18;0.66;218;0.7;0.3;3;;20;3.3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.98;0.64;0.92;309;0.7;0.3;4;;20;3.3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;1.16;0.24;0.85;309;0.7;0.3;3;;20;3.3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.86;0.88;302;0.7;0.3;4;;20;3.3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.66;0.19;0.52;182;0.7;0.3;2;;20;3.3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;1;0.3;0.77;277;0.7;0.3;3;;20;3.3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.11;0.57;206;0.7;0.3;2;;20;3.3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.24;0.66;222;0.7;0.3;3;;20;3.3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.88;0.3;0.73;246;0.7;0.3;3;;20;3.3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.51;0.82;272;0.7;0.3;3;;20;3.3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;1.01;1.02;0.98;353;0.7;0.3;4;;20;3.3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.71;0.85;287;0.7;0.3;3;;20;3.3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.81;0.9;15707;0.7;0.3;65;;18;3.3;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.92;0.88;0.88;1586;0.7;0.3;64;;18;3.3;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.73;0.09;0.52;834;0.7;0.3;37;;18;3.3;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.83;0.23;0.66;1037;0.7;0.3;48;;18;3.3;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;1.02;0.36;0.73;11689;0.7;0.3;53;;18;3.3;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.24;0.63;1013;0.7;0.3;45;;18;3.3;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;1;1;1;27395;0.7;0.3;73;;18;3.3;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.3;0.72;1071;0.7;0.3;52;;18;3.3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.87;0.92;1593;0.7;0.3;66;;18;3.3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.93;0.8;0.84;1534;0.7;0.3;61;;18;3.3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.69;0.82;1417;0.7;0.3;60;;18;3.3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.29;0.74;1051;0.7;0.3;54;;18;3.3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.15;0.57;907;0.7;0.3;41;;18;3.3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.69;0.83;1395;0.7;0.3;60;;18;3.3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.6;0.87;1411;0.7;0.3;63;;18;3.3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.19;0.68;934;0.7;0.3;49;;18;3.3;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.18;0.66;979;0.7;0.3;48;;18;3.3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.98;0.64;0.92;1484;0.7;0.3;67;;18;3.3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;1.16;0.24;0.85;1384;0.7;0.3;62;;18;3.3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.86;0.88;1511;0.7;0.3;64;;18;3.3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.66;0.19;0.52;829;0.7;0.3;38;;18;3.3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;1;0.3;0.77;1264;0.7;0.3;56;;18;3.3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.11;0.57;912;0.7;0.3;41;;18;3.3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.24;0.66;1012;0.7;0.3;48;;18;3.3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.88;0.3;0.73;1131;0.7;0.3;53;;18;3.3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.51;0.82;1296;0.7;0.3;59;;18;3.3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;1.01;1.02;0.98;28126;0.7;0.3;71;;18;3.3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;new SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.71;0.85;1409;0.7;0.3;61;;18;3.3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.81;0.9;359;0.7;0.3;9;;20;3.3;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.92;0.88;0.88;399;0.7;0.3;9;;20;3.3;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.73;0.09;0.52;210;0.7;0.3;5;;20;3.3;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.83;0.23;0.66;261;0.7;0.3;7;;20;3.3;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;1.02;0.36;0.73;332;0.7;0.3;7;;20;3.3;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.24;0.63;255;0.7;0.3;6;;20;3.3;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;1;1;1;440;0.7;0.3;10;;20;3.3;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.3;0.72;269;0.7;0.3;7;;20;3.3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.87;0.92;401;0.7;0.3;9;;20;3.3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.93;0.8;0.84;386;0.7;0.3;8;;20;3.3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.69;0.82;356;0.7;0.3;8;;20;3.3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.29;0.74;264;0.7;0.3;7;;20;3.3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.15;0.57;228;0.7;0.3;6;;20;3.3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.69;0.83;351;0.7;0.3;8;;20;3.3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.6;0.87;355;0.7;0.3;9;;20;3.3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.19;0.68;235;0.7;0.3;7;;20;3.3;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.18;0.66;246;0.7;0.3;7;;20;3.3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.98;0.64;0.92;373;0.7;0.3;9;;20;3.3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;1.16;0.24;0.85;348;0.7;0.3;9;;20;3.3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.86;0.88;380;0.7;0.3;9;;20;3.3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.66;0.19;0.52;208;0.7;0.3;5;;20;3.3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;1;0.3;0.77;318;0.7;0.3;8;;20;3.3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.11;0.57;229;0.7;0.3;6;;20;3.3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.24;0.66;254;0.7;0.3;7;;20;3.3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.88;0.3;0.73;284;0.7;0.3;7;;20;3.3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.51;0.82;326;0.7;0.3;8;;20;3.3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;1.01;1.02;0.98;445;0.7;0.3;10;;20;3.3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;new MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.71;0.85;354;0.7;0.3;8;;20;3.3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.82;0.81;0.9;695;0.7;0.3;26;;18;3.7;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.92;0.88;0.88;774;0.7;0.3;26;;18;3.7;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.73;0.09;0.52;460;0.7;0.3;15;;18;3.7;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.83;0.23;0.66;555;0.7;0.3;19;;18;3.7;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;1.02;0.36;0.73;697;0.7;0.3;21;;18;3.7;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.8;0.24;0.63;540;0.7;0.3;18;;18;3.7;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;1;1;1;850;0.7;0.3;29;;18;3.7;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.82;0.3;0.72;565;0.7;0.3;21;;18;3.7;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.94;0.87;0.92;779;0.7;0.3;27;;18;3.7;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.93;0.8;0.84;755;0.7;0.3;24;;18;3.7;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.89;0.69;0.82;705;0.7;0.3;24;;18;3.7;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.29;0.74;555;0.7;0.3;22;;18;3.7;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.76;0.15;0.57;492;0.7;0.3;17;;18;3.7;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.69;0.83;692;0.7;0.3;24;;18;3.7;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.94;0.6;0.87;715;0.7;0.3;25;;18;3.7;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.76;0.19;0.68;502;0.7;0.3;20;;18;3.7;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.18;0.66;529;0.7;0.3;19;;18;3.7;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.98;0.64;0.92;749;0.7;0.3;27;;18;3.7;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;1.16;0.24;0.85;751;0.7;0.3;25;;18;3.7;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.86;0.88;734;0.7;0.3;26;;18;3.7;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.66;0.19;0.52;442;0.7;0.3;15;;18;3.7;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;1;0.3;0.77;673;0.7;0.3;22;;18;3.7;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.8;0.11;0.57;501;0.7;0.3;16;;18;3.7;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.24;0.66;540;0.7;0.3;19;;18;3.7;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.88;0.3;0.73;599;0.7;0.3;21;;18;3.7;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.89;0.51;0.82;661;0.7;0.3;24;;18;3.7;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;1.01;1.02;0.98;858;0.7;0.3;28;;18;3.7;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;existing SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.71;0.85;697;0.7;0.3;25;;18;3.7;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.82;0.81;0.9;262;0.7;0.3;4;;20;3.7;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.92;0.88;0.88;291;0.7;0.3;4;;20;3.7;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.73;0.09;0.52;173;0.7;0.3;2;;20;3.7;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.83;0.23;0.66;209;0.7;0.3;3;;20;3.7;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;1.02;0.36;0.73;262;0.7;0.3;3;;20;3.7;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.8;0.24;0.63;203;0.7;0.3;3;;20;3.7;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;1;1;1;320;0.7;0.3;4;;20;3.7;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.82;0.3;0.72;213;0.7;0.3;3;;20;3.7;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.94;0.87;0.92;293;0.7;0.3;4;;20;3.7;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.93;0.8;0.84;284;0.7;0.3;3;;20;3.7;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.89;0.69;0.82;265;0.7;0.3;3;;20;3.7;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.29;0.74;209;0.7;0.3;3;;20;3.7;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.76;0.15;0.57;185;0.7;0.3;2;;20;3.7;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.69;0.83;261;0.7;0.3;3;;20;3.7;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.94;0.6;0.87;269;0.7;0.3;3;;20;3.7;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.76;0.19;0.68;189;0.7;0.3;3;;20;3.7;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.18;0.66;199;0.7;0.3;3;;20;3.7;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.98;0.64;0.92;282;0.7;0.3;4;;20;3.7;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;1.16;0.24;0.85;283;0.7;0.3;3;;20;3.7;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.86;0.88;276;0.7;0.3;4;;20;3.7;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.66;0.19;0.52;166;0.7;0.3;2;;20;3.7;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;1;0.3;0.77;253;0.7;0.3;3;;20;3.7;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.8;0.11;0.57;189;0.7;0.3;2;;20;3.7;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.24;0.66;203;0.7;0.3;3;;20;3.7;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.88;0.3;0.73;225;0.7;0.3;3;;20;3.7;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.89;0.51;0.82;249;0.7;0.3;3;;20;3.7;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;1.01;1.02;0.98;323;0.7;0.3;4;;20;3.7;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;existing MFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.71;0.85;262;0.7;0.3;3;;20;3.7;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.82;0.81;0.9;1225;0.7;0.3;65;;18;3.7;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.92;0.88;0.88;1359;0.7;0.3;64;;18;3.7;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.73;0.09;0.52;715;0.7;0.3;37;;18;3.7;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.83;0.23;0.66;889;0.7;0.3;48;;18;3.7;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;1.02;0.36;0.73;1131;0.7;0.3;53;;18;3.7;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.8;0.24;0.63;868;0.7;0.3;45;;18;3.7;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;1;1;1;43221;0.7;0.3;73;;18;3.7;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.82;0.3;0.72;918;0.7;0.3;52;;18;3.7;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.94;0.87;0.92;1366;0.7;0.3;66;;18;3.7;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.93;0.8;0.84;1315;0.7;0.3;61;;18;3.7;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.89;0.69;0.82;1215;0.7;0.3;60;;18;3.7;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.29;0.74;901;0.7;0.3;54;;18;3.7;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.76;0.15;0.57;777;0.7;0.3;41;;18;3.7;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.69;0.83;1196;0.7;0.3;60;;18;3.7;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.94;0.6;0.87;1209;0.7;0.3;63;;18;3.7;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.76;0.19;0.68;800;0.7;0.3;49;;18;3.7;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.81;0.18;0.66;839;0.7;0.3;48;;18;3.7;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.98;0.64;0.92;1272;0.7;0.3;67;;18;3.7;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;1.16;0.24;0.85;1186;0.7;0.3;62;;18;3.7;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.87;0.86;0.88;1295;0.7;0.3;64;;18;3.7;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.66;0.19;0.52;710;0.7;0.3;38;;18;3.7;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;1;0.3;0.77;1083;0.7;0.3;56;;18;3.7;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;new SFH;HP Air-to-Water;2030;01.01.2030 00:00;0.8;0.11;0.57;782;0.7;0.3;41;;18;3.7;1095;-0.267;-0.01;56;-0.5;;;;;
