snapshot,DE0 2,DE0 9,DE0 A,DE0 E
2013-10-02 03:00:00,18795.13561663772,9241.91808647641,17126.26608747516,7814.702209410708
2013-10-02 04:00:00,22084.381787766193,10859.301663794999,20123.451439204615,9182.315609234194
2013-10-02 05:00:00,24056.292109768485,11828.926679625698,21920.27065690449,10002.202853701323
2013-10-02 06:00:00,24471.102829828018,12032.896833093966,22298.249242033085,10174.674195044929
2013-10-02 07:00:00,24684.356079345558,12137.75742595776,22492.567174595548,10263.341320101132
2013-10-02 08:00:00,25094.87831163683,12339.618850152796,22866.638058065037,10434.02958014534
2013-10-02 09:00:00,25545.166263399424,12561.033818919144,23276.943758176283,10621.251759505152
2013-10-02 10:00:00,25425.08949281877,12501.989835389031,23167.52891989927,10571.325851892927
2013-10-02 11:00:00,25207.547791010198,12395.020530696822,22969.303318004822,10480.875660288162
2013-10-02 12:00:00,24839.520222330088,12214.054523710643,22633.95388518867,10327.855968770606
2013-10-02 13:00:00,24193.522724990504,11896.405527914292,22045.31620483657,10059.261042258631
2013-10-02 14:00:00,23523.353915624226,11566.871048003872,21434.65344683161,9780.616089540292
2013-10-02 15:00:00,23256.300047341938,11435.555689302399,21191.311993958912,9669.579569396756
2013-10-02 16:00:00,23223.941690032356,11419.644482606804,21161.82682030861,9656.12550705223
2013-10-02 17:00:00,24404.82667801212,12000.307615401533,22237.85792406631,10147.117682520035
2013-10-02 18:00:00,23379.10583301688,11495.941580359686,21303.213530901732,9720.640155721703
2013-10-02 19:00:00,21953.388956808365,10794.890050156187,20004.08980626436,9127.850986771085
2013-10-02 20:00:00,20574.845091278457,10117.03436751009,18747.950476605973,8554.675564605479
2013-10-02 21:00:00,18988.895865718783,9337.193608129857,17302.821854383288,7895.264471768069
2013-10-02 22:00:00,17638.032045908236,8672.948719275628,16071.90478637667,7333.597948439468
2013-10-02 23:00:00,16741.744630151316,8232.227511016163,15255.201087813282,6960.936671019242
2013-10-03 00:00:00,16290.676959790351,8010.429140099192,14844.184902368945,6773.390297741507
2013-10-03 01:00:00,16292.626256286276,8011.387645475746,14845.961115701668,6774.200782536308
2013-10-03 02:00:00,16255.199728087293,7992.984324801112,14811.857787386292,6758.6394597253
2013-10-03 03:00:00,15998.672060882995,7866.844895133026,14578.10788651029,6651.979557473686
2013-10-03 04:00:00,15772.553454492354,7755.658166783984,14372.066945951867,6557.9632327718
2013-10-03 05:00:00,16364.360438290765,8046.660678222527,14911.325831000062,6804.026652486644
2013-10-03 06:00:00,17250.511512268877,8482.397658523916,15718.793220233296,7172.473408973908
2013-10-03 07:00:00,18272.33376427227,8984.846682812658,16649.885186732434,7597.32996618264
2013-10-03 08:00:00,19216.573944783395,9449.147158224958,17510.283797935008,7989.929199056635
2013-10-03 09:00:00,20215.00460335846,9940.094100550248,18420.06117211437,8405.059923976924
2013-10-03 10:00:00,20282.06047377273,9973.066720393303,18481.16297541423,8432.940630419736
2013-10-03 11:00:00,19634.503503759177,9654.650902850895,17891.10429206884,8163.697301321084
2013-10-03 12:00:00,19229.829160955684,9455.664994785519,17522.36204859752,7995.440495661279
2013-10-03 13:00:00,18704.29829349594,9197.251683594593,17043.49444918898,7776.933573720491
2013-10-03 14:00:00,18406.83536439999,9050.983623574079,16772.444035998702,7653.253476027227
2013-10-03 15:00:00,18747.572711182696,9218.530520398885,17082.92641750252,7794.926350915899
2013-10-03 16:00:00,19434.895365190343,9556.49986506779,17709.21988516255,8080.703584579322
2013-10-03 17:00:00,20678.54777129334,10168.026905877157,18842.445122888123,8597.79339994138
2013-10-03 18:00:00,20232.93813112097,9948.912350014536,18436.40233477541,8412.51638408909
2013-10-03 19:00:00,19375.63668075977,9527.361266730946,17655.222935193575,8056.06481731571
2013-10-03 20:00:00,18769.0150081151,9229.074096985785,17102.464796489574,7803.841698409544
2013-10-03 21:00:00,17447.780530519838,8579.398507299975,15898.54620346744,7254.494558712748
2013-10-03 22:00:00,16136.682394703384,7934.707145572243,14703.86391977546,6709.361939948915
2013-10-03 23:00:00,15410.7636345992,7577.759377002772,14042.401395800422,6407.537092597605
2013-10-04 00:00:00,15113.690564802437,7431.683018057569,13771.706225276688,6284.0190918633025
2013-10-04 01:00:00,15128.895077470648,7439.159359994683,13785.56068927192,6290.340873262747
2013-10-04 02:00:00,15627.915512585821,7684.536998064487,14240.271787355443,6497.825201994249
2013-10-04 03:00:00,16818.157123746023,8269.800956666671,15324.828715110209,6992.707704477098
2013-10-04 04:00:00,19264.13681476119,9472.534706857668,17553.62343558054,8009.705042800606
2013-10-04 05:00:00,21115.580471406414,10382.92402063813,19240.672540009742,8779.504267945711
2013-10-04 06:00:00,22245.003996416537,10938.282594047045,20269.811579456473,9249.099630079947
2013-10-04 07:00:00,22756.499893628396,11189.794649081972,20735.8904105423,9461.771046747333
2013-10-04 08:00:00,23116.730276324808,11366.926634561942,21064.134990027564,9611.548799085687
2013-10-04 09:00:00,23701.129933438708,11654.286825569583,21596.644264411418,9854.53237658029
2013-10-04 10:00:00,23446.94142202952,11529.297602353361,21365.025819534683,9748.845056082435
2013-10-04 11:00:00,22933.496192844505,11276.827024497064,20897.17074278902,9535.36313986941
2013-10-04 12:00:00,22366.64020419393,10998.0933818784,20380.647388399662,9299.673925528012
2013-10-04 13:00:00,21937.40469006455,10787.030288623639,19989.524824608925,9121.204996702883
2013-10-04 14:00:00,21467.623773342715,10556.03026609176,19561.456991170464,8925.877969395066
2013-10-04 15:00:00,21496.473396959627,10570.216163109559,19587.74498082186,8937.873159108949
2013-10-04 16:00:00,21983.408158322836,10809.651050399922,20031.443523915394,9140.332467361852
2013-10-04 17:00:00,22909.714775594228,11265.133258903117,20875.500940129812,9525.475225372844
2013-10-04 18:00:00,21664.892791593673,10653.03111486782,19741.209974404606,9007.899119133905
2013-10-04 19:00:00,20404.086540849305,10033.069209299969,18592.354027023965,8483.677022826763
2013-10-04 20:00:00,19142.890466282985,9412.915620101623,17443.142869303894,7959.292844311501
2013-10-04 21:00:00,17762.397304257152,8734.101432078973,16185.227326312784,7385.306937351093
2013-10-04 22:00:00,16557.730863549874,8141.74451624548,15087.526387568761,6884.426832635882
2013-10-04 23:00:00,15727.32970483244,7733.420807158323,14330.85873197849,6539.159956030751
2013-10-05 00:00:00,15263.006818299189,7505.1045996807925,13907.764295871646,6346.102286148375
2013-10-05 01:00:00,15124.216765880432,7436.858947090956,13781.297777273388,6288.395709755227
2013-10-05 02:00:00,15075.484318005085,7412.8962952323145,13736.892411628227,6268.133575134375
2013-10-05 03:00:00,15296.534753506323,7521.59090960232,13938.315197521577,6360.042639369782
2013-10-05 04:00:00,15974.500748856299,7854.959411018955,14556.082808857425,6641.929531267323
2013-10-05 05:00:00,16978.389473097184,8348.590185843406,15470.83361269552,7059.32962836389
2013-10-05 06:00:00,18415.022409682875,9055.0093461556,16779.904131996132,7656.65751216539
2013-10-05 07:00:00,19746.78312383336,9709.860882319612,17993.41430934208,8210.381284504945
2013-10-05 08:00:00,20429.81729007274,10045.721497715283,18615.800075343006,8494.375436868968
2013-10-05 09:00:00,20940.53346868623,10296.850150599592,19081.168421095746,8706.722659618436
2013-10-05 10:00:00,20616.949931067662,10137.738101088451,18786.316716919882,8572.182050924008
2013-10-05 11:00:00,19912.863327195064,9791.52561018119,18144.747814598446,8279.4346480253
2013-10-05 12:00:00,19207.997004724097,9444.92971712331,17502.468426943917,7986.363051208675
2013-10-05 13:00:00,18905.07604543956,9295.977842048447,17226.44461642202,7860.413596089971
2013-10-05 14:00:00,18923.009573202067,9304.796091512733,17242.78577908306,7867.870056202136
2013-10-05 15:00:00,19278.171749531848,9479.43594556885,17566.412171576136,8015.54053332317
2013-10-05 16:00:00,19932.746186930726,9801.302382466847,18162.86522291932,8287.701607683106
2013-10-05 17:00:00,20432.93616446622,10047.255106317769,18618.642016675363,8495.672212540649
2013-10-05 18:00:00,19220.08267847606,9450.872467902755,17513.48098193391,7991.388071687277
2013-10-05 19:00:00,17935.495010481412,8819.216796740957,16342.955231894059,7457.278060883568
2013-10-05 20:00:00,17217.37343636093,8466.1030496777,15688.597561249911,7158.695152711462
2013-10-05 21:00:00,16110.171926881576,7921.671455006305,14679.707386123326,6698.33933198879
2013-10-05 22:00:00,14870.418113770425,7312.061424950044,13550.034575063195,6182.870486216332
2013-10-05 23:00:00,14180.756339444903,6972.941891274092,12921.609683731016,5896.120685549989
2013-10-06 00:00:00,13896.15876722206,6832.9999667388265,12662.282278536703,5777.789787502409
2013-10-06 01:00:00,13801.812710387614,6786.608254179215,12576.31345625162,5738.56227918155
2013-10-06 02:00:00,13909.024124095162,6839.326102224078,12674.005286532669,5783.138987148092
2013-10-06 03:00:00,14048.204035813103,6907.763455889224,12800.82704779747,5841.007660500201
2013-10-06 04:00:00,14148.00812283614,6956.838983503186,12891.769267414174,5882.504526246502
2013-10-06 05:00:00,14829.482851878778,7291.932794597615,13512.734062748923,6165.850290774684
2013-10-06 06:00:00,15915.242099902958,7825.820830126926,14502.085891215565,6617.290778754548
2013-10-06 07:00:00,16924.5888188552,8322.135402560913,15421.810060058167,7036.96021852572
2013-10-06 08:00:00,17979.54914676654,8840.87903569587,16383.09768554069,7475.595031996899
2013-10-06 09:00:00,18967.843463562796,9326.841750063086,17283.638750389895,7886.511235984224
2013-10-06 10:00:00,18780.32092779146,9234.633428169793,17112.76683381936,7808.542510219387
2013-10-06 11:00:00,18012.297363375306,8856.981943466777,16412.938101857533,7489.211191300385
2013-10-06 12:00:00,17552.652788432275,8630.966148892974,15994.106577749222,7298.0986849255305
2013-10-06 13:00:00,17358.89250387398,8535.69060979471,15817.550778513978,7217.536407817331
2013-10-06 14:00:00,17381.114519404753,8546.617588532232,15837.799642834121,7226.775949228894
2013-10-06 15:00:00,17836.860501355935,8770.716372352928,16253.07874027699,7416.267486014149
2013-10-06 16:00:00,18896.88900015668,9291.952119466925,17218.98452042459,7857.009559951809
2013-10-06 17:00:00,19791.227119417676,9731.714822349835,18033.912005655253,8228.860352577236
2013-10-06 18:00:00,18983.04797623101,9334.3180920002,17297.493214385126,7892.833017383668
2013-10-06 19:00:00,18152.25699369162,8925.802699282545,16540.47034845542,7547.404058570414
2013-10-06 20:00:00,17690.663122252663,8698.82839933219,16119.862611014389,7355.481067400759
2013-10-06 21:00:00,16436.094620295255,8081.93371096931,14976.690546298458,6833.852522436979
2013-10-06 22:00:00,15291.46658261692,7519.098795623282,13933.6970428565,6357.9353789033
2013-10-06 23:00:00,14648.587959670818,7202.983408429418,13347.90130383676,6090.637228063007
2013-10-07 00:00:00,14336.310341728611,7049.430690102285,13063.35163699068,5960.797431178421
2013-10-07 01:00:00,14686.404347168987,7221.578430179362,13382.359874818678,6106.360647832975
2013-10-07 02:00:00,15436.494383822635,7590.411665418089,14065.847444119467,6418.23550663981
2013-10-07 03:00:00,17185.015079051347,8450.191842982105,15659.112387599613,7145.241090366935
2013-10-07 04:00:00,21059.830556145742,10355.510749423898,19189.872806366784,8756.324388063578
2013-10-07 05:00:00,23593.91851973116,11601.568977524721,21498.952434130373,9809.955668613748
2013-10-07 06:00:00,24431.72700513311,12013.53500704278,22262.36970038499,10158.30238743912
2013-10-07 07:00:00,24555.312509406423,12074.304300250687,22374.981722660898,10209.687167681986
2013-10-07 08:00:00,25165.832775042945,12374.508480748957,22931.29228803034,10463.531256177754
2013-10-07 09:00:00,25594.67842987314,12585.379872928406,23322.059609154534,10641.838088043924
2013-10-07 10:00:00,25336.981184771284,12458.66534003439,23087.243980278898,10534.69189491543
2013-10-07 11:00:00,25159.205166956803,12371.249562468676,22925.25316269909,10460.775607875434
2013-10-07 12:00:00,24765.0570252313,12177.439583436686,22566.10247122446,10296.89542010755
2013-10-07 13:00:00,24249.662535027597,11924.01051764865,22096.471213473193,10082.603033850562
2013-10-07 14:00:00,23616.530394561116,11612.68765733755,21519.556541117057,9819.35730698427
2013-10-07 15:00:00,23581.053162858054,11595.24284203947,21487.229426134407,9804.606468968062
2013-10-07 16:00:00,23980.269475472964,11791.5449350505,21850.99827227411,9970.593917202426
2013-10-07 17:00:00,24901.118062555764,12244.343328499348,22690.08229115691,10353.467317787978
2013-10-07 18:00:00,23684.365983573756,11646.043679331227,21581.368829750012,9847.562207345005
2013-10-07 19:00:00,22027.07243530878,10831.121588279524,20071.23073489548,9158.48734151622
2013-10-07 20:00:00,20323.775454262748,9993.578752896352,18519.173973061592,8450.285019779305
2013-10-07 21:00:00,18446.601048394085,9070.537150700575,16808.678820313344,7669.787380591995
2013-10-07 22:00:00,17111.331600550933,8413.96030485877,15591.971458968495,7114.604735621799
2013-10-07 23:00:00,16291.456678388722,8010.812542249813,14844.895387702036,6773.714491659428
2013-10-08 00:00:00,15990.874874899297,7863.010873626815,14571.003033179404,6648.737618294485
2013-10-08 01:00:00,16183.465546082805,7957.71129205433,14746.4930720879,6728.813589774966
2013-10-08 02:00:00,16782.29003274378,8252.164440293282,15292.146357461012,6977.79476950193
2013-10-08 03:00:00,18258.688688800794,8978.137145176786,16637.451693403378,7591.6565726190365
2013-10-08 04:00:00,21643.060635362086,10642.29583720561,19721.316352751004,8998.821674681301
2013-10-08 05:00:00,24087.48088918051,11844.262783095362,21948.690102555156,10015.170625168968
2013-10-08 06:00:00,24736.987120212758,12163.637088569507,22540.524966906156,10285.224424311586
2013-10-08 07:00:00,24887.47298708429,12237.633790863476,22677.648797827853,10347.793924224374
2013-10-08 08:00:00,25378.696165261303,12479.177372537439,23125.25497792626,10552.036284274998
2013-10-08 09:00:00,25822.746368236938,12697.525124098818,23529.8767953728,10736.66491229145
2013-10-08 10:00:00,25492.145363233038,12534.962455232086,23228.63072319913,10599.20655833574
2013-10-08 11:00:00,25083.572391960468,12334.059518968788,22856.336020735253,10429.328768335497
2013-10-08 12:00:00,24774.023789112554,12181.848708168829,22574.27305255498,10300.623650163632
2013-10-08 13:00:00,24357.263808034328,11976.920066768824,22194.51828642078,10127.341838776063
2013-10-08 14:00:00,23693.332747455006,11650.45280406337,21589.53941108053,9851.290437401087
2013-10-08 15:00:00,23615.360816663564,11612.11255411162,21518.490813117427,9818.87101610739
2013-10-08 16:00:00,24192.743006392135,11896.022125763673,22044.605719503485,10058.936848340712
2013-10-08 17:00:00,24952.579525525405,12269.647887885163,22736.974355467883,10374.86413112155
2013-10-08 18:00:00,23785.339613017117,11695.694292726306,21673.376745039237,9889.545349217347
2013-10-08 19:00:00,22181.06700039575,10906.843582806476,20211.551717488965,9222.515699308813
2013-10-08 20:00:00,20513.247251052777,10086.745562721384,18691.822070637732,8529.064215588107
