snapshot,DE0 1,DE0 2,DE0 4,DE0 7,DE0 8,DE0 9,DE0 A,DE0 B,DE0 C,DE0 D,DE0 E,DE0 F,DE0 G
2013-11-06 11:00:00,11125.971723588358,16022.297574534874,3842.4148706251017,6875.53863015135,1112.2619224063933,9069.838195564771,13119.042409522035,3874.1743990250307,868.9476190285034,2676.1404371305557,2171.4425360554446,3167.2093076418782,2597.7972747257045
2013-11-06 12:00:00,10991.44263032928,15828.564818585166,3795.9545163016705,6792.403421779303,1098.8130667373919,8960.170731115892,12960.41420844198,3827.3300260590822,858.4407852721583,2643.782027871089,2145.1866545291236,3128.9131653448935,2566.386147632975
2013-11-06 13:00:00,10799.235384580046,15551.77086621093,3729.5746981916745,6673.624732063414,1079.5981337887279,8803.484316457409,12733.775576684933,3760.4015447283173,843.4292399704813,2597.5502383754815,2107.6737972680285,3074.1978925707817,2521.507779109775
2013-11-06 14:00:00,10642.497799327431,15326.056088713593,3675.4445203229247,6576.765298211337,1063.9290981109898,8675.712597031696,12548.96052599272,3705.8239531941517,831.1879045706453,2559.8499996607425,2077.0835110376074,3029.5797009015614,2484.9112029246066
2013-11-06 15:00:00,10618.691576188943,15291.773205319063,3667.2229116335184,6562.053719673019,1061.5491931309052,8656.305879373424,12520.889732832045,3697.534388694804,829.3286187996423,2554.1238664313014,2072.4372790652446,3022.802828429006,2479.3527004290845
2013-11-06 16:00:00,11141.629503348233,16044.846041572351,3847.8223700584103,6885.214699107482,1113.8272285791036,9082.602341695287,13137.50507344138,3879.6265942128603,870.1705046136581,2679.906617614571,2174.4984461220406,3171.6665781639076,2601.453201470711
2013-11-06 17:00:00,11104.242565477673,15991.005832479175,3834.910587644259,6862.1106195737275,1110.0896613425598,9052.124691244791,13093.420760118332,3866.608089298905,867.2505537588028,2670.913902304701,2167.201682369453,3161.0237093386327,2592.72374504898
2013-11-06 18:00:00,10752.58159152941,15484.585637467875,3713.4625569205646,6644.793995806673,1074.934160264866,8765.452370602152,12678.764373636597,3744.156228351053,839.7855400405192,2586.3285576782687,2098.5684325218917,3060.9170456247575,2510.6146095553704
2013-11-06 19:00:00,10112.529855130362,14562.859460333946,3492.4172072640467,6249.25996532041,1010.9482727888596,8243.685298911505,11924.05583376992,3521.2838255791216,789.7969685955762,2432.376311871133,1973.6503040004586,2878.7147295252516,2361.1692669094127
2013-11-06 20:00:00,9532.233321709904,13727.185600025508,3292.0086420814073,5890.65297515376,952.9361050552681,7770.630378916328,11239.806851193298,3319.218780882475,744.4753280617308,2292.797041206556,1860.39452666254,2713.5228139332876,2225.676135117932
2013-11-06 21:00:00,8973.346400171144,12922.343309403392,3098.994002850793,5545.276524953078,897.0642533912405,7315.028470704843,10580.802729310675,3124.6087767257277,700.8257959720836,2158.367444613,1751.3172375569607,2554.4255320245043,2095.1819223225602
2013-11-06 22:00:00,8162.017710561069,11753.964491027473,2818.7972254930773,5043.898138799404,815.9558315447292,6653.637257334974,9624.135235316395,2842.0960293835915,637.4603524314082,1963.2177922490268,1592.9711918262929,2323.4661299039726,1905.745214128585
2013-11-06 23:00:00,7696.438389662946,11083.492678829329,2658.0068738259324,4756.183170097123,769.4119283819236,6274.099252686425,9075.153536674346,2679.9766630441245,601.0982213372217,1851.2315605470642,1502.1046350506183,2190.9305460261326,1797.037343836811
2013-11-07 00:00:00,7450.8668655149195,10729.849857017198,2573.197411818409,4604.426852294767,744.8621755762372,6073.910537058224,8785.591121821302,2594.466207362596,581.9188816344955,1792.16401100557,1454.1767356790558,2121.024165145759,1739.698978071467
2013-11-07 01:00:00,7388.075973360923,10639.425902682595,2551.5122355707636,4565.623841164408,738.5849783882605,6022.7237062680215,8711.552071789067,2572.601792018163,577.014860881125,1777.0608586920914,1441.9219126858438,2103.149600747609,1725.0379657511305
2013-11-07 02:00:00,7491.7688264437365,10788.751983111417,2587.323126570803,4629.703117541676,748.9511392032456,6107.253617260304,8833.820128094985,2608.708678387791,585.1133587054142,1802.0021981157777,1462.1595222594503,2132.6676489306315,1749.2491553747714
2013-11-07 03:00:00,7777.6032190626,11200.376586279006,2686.037589273086,4806.340759367626,777.5259656474013,6340.264428018009,9170.857971802307,2708.2390667220625,607.4372618280543,1870.7542132578121,1517.9454773041027,2214.03558435575,1815.988477082186
2013-11-07 04:00:00,8367.805700121113,12050.31581097608,2889.8672273703187,5171.069347480575,836.5284296568499,6821.394628490524,9866.78742152362,2913.7534612544696,653.5325650880111,2012.7161708193992,1633.1345865428752,2382.047407308592,1953.7945433675727
2013-11-07 05:00:00,9569.300713351475,13780.565636749305,3304.810067466741,5913.559584075859,956.6417272975424,7800.847536830535,11283.514375806642,3332.1260166102043,747.3703220910838,2301.7128957615923,1867.6289249614756,2724.074718138498,2234.330980859047
